PlayerID;ClubID;Since
135771;131;1942-06-30
154131;234;1946-07-01
170328;170;1946-07-01
174158;2844;1946-07-01
190462;5;1947-07-01
193730;5;1945-07-01
232473;430;1944-07-01
247874;46;1947-12-01
247881;430;1947-07-01
248636;1118;1946-01-01
248795;131;1944-12-01
248813;418;1946-06-20
249219;12;1939-06-01
249243;430;1947-07-01
292441;114;1945-07-01
300898;46;1947-07-01
301114;800;1945-07-01
303092;4040;1947-01-01
308606;16786;1943-01-01
313797;418;1943-04-01
348607;131;1943-07-01
348782;418;1944-12-01
369262;800;1947-07-01
439305;36;1927-12-01
516034;1025;1947-07-01
516035;1025;1947-07-01
516137;1038;1946-07-01
518208;506;1945-07-01
518273;800;1947-07-01
547573;173;1937-09-01
568470;36;1919-07-01
629950;119;1936-07-01
630092;119;1930-07-01
690282;355;1947-10-01
743808;990;1946-07-01
