PlayerID;Nationality
1;Germany
7;Germany
7;Greece
15;Germany
19;Germany
20;Germany
24;Luxembourg
31;Germany
48;Germany
49;Germany
49;Zambia
52;Germany
59;Germany
62;Croatia
68;Canada
68;States
68;United
71;Slovakia
85;Brazil
85;Italy
89;Brazil
89;Germany
92;Croatia
94;Croatia
95;Switzerland
105;Germany
112;Ghana
113;Germany
114;Germany
115;Nigeria
122;Germany
123;Germany
126;Netherlands
128;Germany
128;Turkey
130;Germany
135;Germany
135;Serbia
136;Germany
136;Ghana
142;Brazil
151;Croatia
154;Germany
160;Austria
161;Poland
163;Germany
173;Germany
175;Benin
176;Hungary
177;Canada
177;Scotland
180;Bosnia-Herzegovina
180;Croatia
183;Sweden
185;Hungary
196;Germany
197;Germany
205;Sweden
206;Germany
209;Germany
211;Germany
216;Germany
222;Germany
231;Germany
246;Germany
248;Germany
251;Egypt
254;Sweden
258;Germany
258;Ghana
259;Germany
270;Germany
271;Germany
275;Netherlands
279;Denmark
284;Belgium
285;Germany
285;Poland
304;Germany
304;Turkey
306;Czech
306;Republic
310;Germany
313;Germany
317;Iran
323;Germany
325;Czech
325;Republic
327;Germany
328;Ghana
331;Germany
337;Germany
353;Germany
356;Germany
360;Germany
360;Poland
361;Germany
362;Germany
368;Poland
370;Germany
377;Germany
379;Germany
384;Peru
387;Germany
394;Tunisia
402;Germany
410;Germany
411;Georgia
413;France
413;Switzerland
423;Germany
424;Germany
424;Iran
427;Germany
427;Turkey
431;Germany
443;Germany
445;Germany
452;Germany
458;Germany
460;Germany
471;Germany
473;Germany
477;Germany
477;Spain
481;Germany
492;Germany
497;Germany
505;Germany
515;Germany
535;Ukraine
536;Canada
536;Italy
541;Netherlands
545;Australia
545;Italy
549;Czech
549;Republic
562;Germany
576;Germany
586;Brazil
586;Italy
598;Germany
599;Germany
612;Germany
612;Guinea
614;Germany
615;Germany
621;Croatia
623;Montenegro
635;Germany
636;Germany
642;Netherlands
644;Germany
654;Germany
657;Germany
660;Poland
664;Croatia
664;Germany
667;Germany
669;Scotland
674;Germany
