PlayerID;Nationality
23738;Hungary
38191;Germany
50816;Argentina
50816;Italy
56626;Italy
72284;Germany
72381;Germany
72497;Germany
75999;Austria
78624;Austria
81612;Germany
89230;Mozambique
89230;Portugal
89669;Argentina
89669;Italy
89891;Germany
89899;Germany
89906;Denmark
89946;Germany
89965;Germany
94056;Germany
94064;Germany
94067;Germany
94071;Germany
94075;Germany
94083;Germany
94085;Germany
94108;Germany
94114;Germany
94163;Germany
95044;Croatia
95095;Germany
95103;Germany
95161;Netherlands
95496;Germany
95527;Germany
95534;Germany
95553;Germany
95577;Germany
95825;Germany
95826;Germany
95838;Germany
95842;Germany
95846;Germany
96022;Germany
96027;Germany
96038;Germany
96214;Germany
96560;Germany
96561;Germany
96592;Germany
96598;Germany
96604;Germany
96975;Germany
97027;Germany
97033;Germany
97080;Germany
97316;Germany
97388;Germany
97606;Germany
97634;Germany
97636;Germany
97659;Germany
99665;Germany
99711;Germany
99716;Germany
99723;Germany
99725;Germany
100490;Germany
100492;Germany
100493;Germany
100533;Germany
100549;Austria
102152;Germany
109384;Germany
109415;Germany
109443;Germany
109758;Germany
110257;Denmark
117756;Ireland
117756;Northern
126010;Italy
127716;Bosnia-Herzegovina
133401;Czech
133401;Republic
134948;Sweden
135594;Sweden
135744;Spain
135771;Spain
136479;Hungary
137208;Austria
137747;Portugal
142687;Scotland
142884;Netherlands
142889;Netherlands
142912;Germany
143337;Sweden
143486;Argentina
145119;Bosnia-Herzegovina
145119;Croatia
145124;Serbia
145341;Italy
145515;Italy
145522;Italy
145524;Italy
145555;Netherlands
148020;Serbia
150471;Netherlands
150653;Spain
151245;France
151249;Croatia
151349;Switzerland
151784;Netherlands
151819;Brazil
151819;Italy
151945;Netherlands
151955;Netherlands
151994;Netherlands
152029;Netherlands
152145;Netherlands
152441;Netherlands
152442;Netherlands
152443;Netherlands
152448;Netherlands
153034;Netherlands
153049;Netherlands
153802;Netherlands
153804;Netherlands
154028;Netherlands
154121;Netherlands
154131;Netherlands
154248;Netherlands
155494;Spain
155511;Spain
155533;Spain
165365;Greece
166043;Scotland
166748;Italy
167079;Denmark
167090;Denmark
167100;Denmark
167103;Denmark
167401;Greece
169165;Greece
170328;Austria
170329;Austria
170711;Spain
170713;Spain
170721;France
170732;France
170828;Netherlands
172231;France
172231;Germany
173675;Netherlands
174158;Sweden
174163;Italy
176039;Scotland
176040;England
176045;Scotland
176049;England
176051;England
176086;Scotland
176219;Scotland
176225;Ireland
176225;Northern
176299;Scotland
176364;Scotland
176371;Ireland
176371;Northern
176382;Scotland
176394;England
176518;England
176529;Ireland
176529;Northern
176532;England
176534;England
176535;Scotland
176630;Scotland
176661;England
176708;England
176708;Ireland
176741;England
176748;England
176757;England
176758;England
176759;England
176794;England
176795;England
176822;Ireland
176830;England
176902;Scotland
176969;Ireland
177144;England
177212;England
177216;Ireland
177218;England
177221;England
177223;England
177247;England
177248;Scotland
177292;England
177305;England
178963;Austria
179006;Austria
179118;Austria
179125;Austria
179149;Austria
179342;Bosnia-Herzegovina
181148;Belgium
181881;Scotland
182004;Sweden
182034;Sweden
187046;Germany
187048;Netherlands
188563;Netherlands
188564;Netherlands
188709;Netherlands
188739;Denmark
188751;Denmark
188756;Netherlands
188776;Netherlands
189172;Finland
189172;Netherlands
190462;Italy
193730;Italy
193793;Argentina
200627;England
200632;England
200634;England
205280;Scotland
211543;Hungary
211548;Hungary
212756;Scotland
215685;Belgium
215713;Czech
215713;Republic
215719;Serbia
215878;Georgia
215881;Russia
215882;Hungary
215893;Belgium
215894;Italy
215963;Russia
215971;Serbia
216034;Italy
216059;Hungary
216062;Hungary
216067;Hungary
222562;England
222580;Scotland
222860;England
223321;England
224104;Brazil
224109;Italy
226519;Italy
226709;Greece
229668;Italy
230735;Netherlands
232473;Italy
233802;Ukraine
233804;Russia
233831;Ukraine
233854;Ukraine
234407;Romania
234414;Slovakia
234419;Slovakia
234580;Bulgaria
234648;Bulgaria
234649;Bulgaria
234651;Bulgaria
235943;Italy
236039;France
236054;Armenia
236054;France
236180;Switzerland
236204;Switzerland
237180;Spain
237385;Bulgaria
237693;Switzerland
237700;Italy
237714;Italy
237716;Italy
237723;Brazil
237777;Czech
237777;Republic
237782;Serbia
237814;Croatia
238652;Spain
238704;Paraguay
238704;Spain
238736;Bulgaria
238741;Spain
239531;Netherlands
239558;Netherlands
239578;Netherlands
240472;Netherlands
240486;Netherlands
240489;Netherlands
240517;Netherlands
240588;Netherlands
240591;Netherlands
241206;Netherlands
241538;Denmark
243925;Scotland
243929;Northern Ireland
244343;Austria
244627;England
244809;Scotland
244810;Scotland
244837;Portugal
244848;Portugal
244853;Portugal
244896;Spain
245229;Serbia
245238;Spain
245241;France
245246;Slovenia
245248;Spain
245251;Spain
245257;Argentina
245257;Italy
245258;Italy
245265;Italy
245288;Spain
245297;Mozambique
245297;Portugal
245299;Brazil
245319;Portugal
245343;Peru
246907;England
246986;Austria
247059;Czech
247059;Republic
247099;Czech
247099;Poland
247099;Republic
247163;Wales
247430;Scotland
247874;Italy
247880;Italy
247881;Italy
248636;Sweden
248795;Spain
248813;Ireland
248813;Spain
249219;Italy
249220;Italy
249243;Italy
250396;Albania
250420;Albania
250483;Croatia
250939;Scotland
251072;England
251095;England
251095;Italy
251096;Angola
251096;Portugal
251118;Scotland
251209;Slovakia
251213;Hungary
251227;Hungary
253266;Italy
253627;Scotland
253801;England
253815;England
256215;England
256224;Poland
256240;Italy
256257;Germany
256372;Belgium
259059;Armenia
259078;Armenia
259132;Scotland
266623;Norway
266631;Norway
266920;France
286402;Luxembourg
288406;Malta
288425;Malta
288920;Sweden
288963;Ireland
289310;Italy
289377;Sweden
289380;Hungary
289449;France
289653;England
289694;Italy
289701;Italy
290162;Italy
290325;Spain
290873;Switzerland
290966;Romania
291009;Romania
291353;Ireland
291356;Ireland
291367;Italy
291384;Austria
291527;England
291533;England
291542;Romania
292207;Sweden
292289;Germany
292441;Turkey
293097;Italy
293176;Scotland
293486;France
293494;Hungary
293544;Italy
293879;France
293947;Netherlands
295116;Iceland
295847;Italy
296019;Iceland
296082;Norway
296093;Norway
296109;Norway
296733;Scotland
296921;Luxembourg
296930;Scotland
296943;Scotland
297063;Scotland
297793;Scotland
297871;Ireland
297871;Northern
297874;Northern Ireland
297876;Ireland
297876;Northern
297878;Northern Ireland
297941;Poland
297950;Hungary
298194;Scotland
298582;Romania
298996;Iceland
299013;Ireland
299013;Northern
299191;Spain
299337;Africa
299337;South
299686;Turkey
299834;Scotland
299884;Wales
300372;Portugal
300551;Slovakia
300557;Slovakia
300574;Romania
300622;Hungary
300650;Hungary
300662;Spain
300769;Norway
300770;Turkey
300779;Romania
300779;Turkey
300808;Denmark
300814;Norway
300837;Italy
300898;Romania
300944;Czech
300944;Republic
300963;Sweden
301007;Greece
301114;Italy
301127;Romania
301128;Romania
301130;Romania
302126;Bulgaria
302132;Belgium
302561;Sweden
302932;Norway
302936;France
302949;Norway
303024;Russia
303040;Hungary
303040;Ukraine
303092;Albania
303189;Belarus
303198;Portugal
303375;Italy
303559;Denmark
303804;England
303821;England
303889;Romania
303957;Romania
303996;Italy
304114;Serbia
304356;Switzerland
304475;Germany
304579;Greece
304609;Italy
304784;Romania
304869;Netherlands
304895;Netherlands
304902;Netherlands
304915;Italy
304916;Italy
305026;Turkey
305042;Norway
305053;Switzerland
305061;Denmark
305109;Cyprus
305109;Greece
305259;Ukraine
305402;Argentina
305707;Bulgaria
305760;Luxembourg
305849;Czech
305849;Republic
305852;Czech
305852;Republic
305922;Finland
305927;Finland
305932;Finland
306014;England
306029;Finland
306199;Romania
306271;Finland
306380;Italy
306381;Italy
306389;Scotland
306392;England
306395;Wales
306418;Hungary
306420;Hungary
306436;Hungary
306438;Hungary
306444;Luxembourg
306451;Luxembourg
306452;Luxembourg
306504;Switzerland
306545;Scotland
306550;Serbia
306583;Malta
306617;Sweden
306640;Portugal
306681;Scotland
306787;Hungary
306859;England
306978;Finland
307061;Serbia
307340;England
308104;Croatia
308114;Germany
308116;Hungary
308139;Serbia
308144;Germany
308606;Denmark
308824;Spain
308865;Spain
308877;Argentina
308879;Spain
308881;Spain
309020;Spain
309029;Spain
312236;Denmark
312240;Italy
313707;France
313708;Argentina
313711;France
313717;Spain
313721;Spain
313733;Spain
313734;Spain
313772;Spain
313788;Spain
313797;Spain
313803;Spain
313841;Spain
313940;Spain
313954;Spain
314016;Spain
314072;Spain
314438;Netherlands
314509;Netherlands
315837;Switzerland
319204;Netherlands
322016;Italy
322767;France
322773;Czech
322773;Republic
323276;Netherlands
323607;England
324464;States
324464;United
324464;Wales
324529;England
324543;Argentina
324543;France
327020;Luxembourg
327032;Wales
327036;Ireland
327036;Northern
327041;Wales
327373;Portugal
330021;Norway
348183;Germany
348184;Germany
348555;Spain
348607;Spain
348608;Spain
348782;Spain
348905;Spain
349636;Spain
350216;Spain
356083;Italy
362392;Italy
367771;Italy
369034;Italy
369262;Italy
371202;Italy
