PlayerID;CompetitionID;Games;Goals;Assists;YellowCards;RedCards
38191;L1;30;30;6;0;0
72284;L1;30;9;8;0;0
81612;L1;24;7;5;0;0
94064;L1;29;0;1;0;0
94085;L1;29;0;0;0;0
94108;L1;22;1;0;0;0
94114;L1;30;6;3;0;0
95103;L1;16;4;5;0;0
95838;L1;29;0;0;0;0
96022;L1;22;12;4;0;0
96027;L1;29;1;1;0;0
96560;L1;19;0;0;0;0
96561;L1;11;3;1;0;0
96592;L1;1;0;0;0;0
96598;L1;26;5;6;0;0
96604;L1;21;0;0;0;0
96975;L1;24;0;0;0;0
97027;L1;22;2;1;0;0
97033;L1;28;5;1;0;0
97634;L1;26;0;1;0;0
97636;L1;18;0;0;0;0
97659;L1;28;14;3;0;0
99711;L1;15;4;2;0;0
99716;L1;29;2;3;0;0
99723;L1;27;14;5;0;0
99725;L1;14;0;1;0;0
100490;L1;30;16;5;0;0
100492;L1;28;0;0;0;0
100493;L1;18;0;0;0;0
100533;L1;21;7;5;0;0
109384;L1;29;19;8;0;0
109415;L1;7;0;0;0;0
