PlayerID;Position
20;Defensive Midfield
20;Right-Back
130;Defensive Midfield
130;Sweeper
323;Attacking Midfield
323;Left Midfield
356;Left Winger
356;Right Winger
443;Defensive Midfield
443;Sweeper
875;Centre-Back
875;Defensive Midfield
893;Defensive Midfield
1041;Centre-Forward
2099;Defensive Midfield
3113;Centre-Back
3129;Defensive Midfield
3129;Sweeper
3648;Right-Back
4153;Attacking Midfield
4227;Central Midfield
4710;Centre-Back
4710;Right Midfield
4715;Central Midfield
4715;Right Midfield
4720;Defensive Midfield
4720;Left-Back
4735;Sweeper
5202;Centre-Back
5202;Right Midfield
5749;Right-Back
6367;Centre-Back
6367;Defensive Midfield
6503;Attacking Midfield
6503;Defensive Midfield
6571;Central Midfield
6571;Right Midfield
7446;Sweeper
8124;Attacking Midfield
8124;Centre-Forward
8194;Left Winger
8194;Second Striker
14834;Right-Back
15629;Attacking Midfield
17277;Defensive Midfield
17947;Left Midfield
17947;Left Winger
21661;Centre-Back
22455;Left Winger
22455;Second Striker
22485;Right-Back
25267;Left Midfield
25333;Sweeper
25997;Defensive Midfield
35894;Right Winger
35894;Second Striker
40242;Left Midfield
42049;Centre-Back
50816;Attacking Midfield
51776;Centre-Back
51776;Defensive Midfield
56626;Left Winger
62619;Left-Back
62619;Sweeper
63134;Attacking Midfield
63134;Centre-Forward
65919;Right-Back
68204;Attacking Midfield
72351;Attacking Midfield
72351;Left Winger
72381;Centre-Back
72381;Sweeper
72497;Attacking Midfield
72497;Left Winger
77451;Centre-Back
78453;Second Striker
78768;Central Midfield
79093;Centre-Back
79093;Defensive Midfield
79568;Centre-Back
79568;Right Midfield
79969;Left Winger
79969;Right Winger
81642;Central Midfield
81642;Sweeper
81644;Defensive Midfield
81644;Sweeper
83995;Attacking Midfield
83995;Right Midfield
84007;Sweeper
84063;Left-Back
84063;Sweeper
84093;Defensive Midfield
84557;Left Winger
84557;Right Winger
84649;Attacking Midfield
84649;Sweeper
84673;Sweeper
84686;Sweeper
84688;Defensive Midfield
84707;Left Midfield
84736;Centre-Back
85925;Attacking Midfield
85925;Centre-Forward
85980;Attacking Midfield
88122;Central Midfield
88122;Centre-Back
89230;Second Striker
89555;Sweeper
89669;Second Striker
89891;Left-Back
89891;Sweeper
89937;Sweeper
89965;Second Striker
91652;Centre-Back
91666;Central Midfield
91666;Left-Back
92135;Right Midfield
92135;Right Winger
92201;Central Midfield
92201;Centre-Forward
92230;Attacking Midfield
92230;Left Midfield
92237;Central Midfield
92237;Left-Back
92241;Right-Back
92241;Sweeper
92242;Centre-Back
92242;Left Midfield
92269;Centre-Forward
92269;Left Winger
92271;Centre-Back
92271;Sweeper
92276;Attacking Midfield
92276;Second Striker
92278;Right-Back
93262;Right Midfield
94042;Attacking Midfield
94064;Sweeper
94114;Sweeper
94986;Centre-Back
95072;Central Midfield
95072;Centre-Forward
95157;Attacking Midfield
95157;Defensive Midfield
95161;Central Midfield
95269;Sweeper
95400;Left Midfield
95400;Left-Back
95441;Central Midfield
95496;Left Winger
95515;Right Midfield
