TrainerID;ClubID;Since
881;107;1946-01-01
976;65;1948-07-01
978;3832;1936-01-01
1067;232;1937-01-01
1448;101;1924-07-01
1687;232;1939-04-01
3065;232;1936-08-01
5727;21951;1937-07-01
6495;232;1945-07-01
7647;1186;1945-09-01
10009;2410;1937-01-01
13024;6055;1948-01-01
13285;932;1948-07-01
13581;1180;1947-09-04
13700;610;1910-07-01
14273;173;1948-07-01
14786;260;1935-07-01
15743;46;1942-07-01
16204;985;1945-10-01
19007;65;1930-08-31
19008;468;1915-01-01
19450;265;1945-07-01
21260;14;1945-04-01
21261;709;1947-07-01
21265;170;1945-07-01
21647;610;1948-07-01
21649;157;1942-07-01
21659;14;1912-01-01
21712;306;1936-07-01
21716;610;1940-07-01
21719;610;1925-07-01
21723;610;1942-07-01
21724;610;1941-07-01
21728;610;1945-11-01
21738;610;1947-10-11
21805;405;1936-11-01
21806;141;1924-07-01
21808;200;1944-07-01
23020;338;1948-07-27
23414;42;1947-07-01
23429;8;1947-07-01
23432;234;1939-07-01
23435;383;1945-07-01
23448;234;1935-07-01
23572;180;1946-07-01
23634;931;1948-09-06
23635;931;1935-07-01
23912;931;1904-04-01
23913;931;1926-04-15
23918;931;1924-07-01
23919;931;1909-07-01
23920;931;1929-07-01
23921;931;1931-04-20
24326;932;1937-04-01
24366;379;1902-04-30
24367;379;1932-11-01
25442;2410;1943-05-01
25447;61;1948-07-01
25469;5;1924-07-01
25516;6139;1948-07-01
25524;434;1937-07-01
25582;306;1945-07-01
26092;14;1946-07-01
26338;272;1948-07-01
26549;27;1944-01-01
26730;452;1942-07-01
28092;932;1944-01-01
28547;208;1948-07-01
30455;2410;1940-01-01
30966;36;1947-07-01
31006;419;1947-07-01
31012;131;1947-07-01
31013;416;1942-07-01
31031;41;1948-07-01
31041;903;1948-01-31
31054;159;1948-07-01
31061;720;1948-07-01
31088;540;1942-07-01
31401;1044;1932-01-01
31409;2961;1938-07-01
31524;76;1947-01-01
31573;634;1947-07-01
32036;204;1946-07-01
32109;543;1948-07-01
32434;506;1946-07-01
32435;204;1948-07-01
32464;2410;1944-03-01
32523;1186;1946-01-01
32706;3;1948-03-13
32709;15;1948-07-01
32806;255;1930-05-01
32892;527;1945-07-01
32922;5378;1947-07-01
33242;4668;1947-01-01
33246;1049;1948-07-01
33270;418;1946-07-01
33406;940;1946-07-01
33493;5;1906-07-01
33495;430;1947-07-01
33498;416;1942-12-30
33499;5;1899-12-16
33501;416;1948-07-01
33503;398;1948-11-15
33565;430;1946-07-01
33567;506;1934-12-10
33568;46;1948-03-22
33582;1025;1946-07-01
33986;1049;1946-07-01
33990;681;1947-07-01
33996;418;1948-01-27
34018;131;1942-02-01
34196;4;1936-07-01
34395;11;1925-06-11
34402;11;1947-06-02
34507;1096;1936-01-01
34519;11;1897-06-30
34558;416;1933-05-22
34849;1025;1948-07-01
34850;46;1936-07-01
34851;1025;1938-10-10
34852;506;1923-07-01
34853;1025;1935-01-28
34855;5;1936-12-06
34856;46;1919-07-01
34977;506;1900-01-01
34978;46;1909-01-01
35580;418;1939-07-01
36211;79;1947-07-01
37658;131;1934-07-01
37713;131;1926-12-01
37714;150;1947-07-01
37715;131;1929-03-31
37738;294;1947-09-01
37754;1049;1933-07-01
37758;418;1932-07-01
37759;131;1944-07-01
37775;368;1942-07-01
37778;368;1945-07-01
37780;131;1940-03-20
37784;131;1941-07-01
37856;13;1933-07-01
37860;368;1942-03-23
37862;368;1941-07-01
37863;1049;1943-04-15
37901;1084;1948-07-01
37942;621;1940-07-01
38036;621;1928-07-01
38060;368;1947-07-01
38174;932;1948-01-01
38286;1443;1935-01-01
38346;681;1930-07-01
38347;232;1936-05-01
38371;15;1939-01-01
39515;1237;1947-11-01
39517;31;1936-06-06
39518;31;1928-03-07
39519;31;1923-02-13
39520;281;1924-01-01
39521;31;1896-08-17
39522;31;1892-03-15
40481;234;1946-07-01
41771;113;1940-08-01
44598;276;1932-07-01
45374;114;1948-03-22
46238;2844;1942-07-01
46306;506;1942-07-01
46307;1038;1946-07-01
46308;1038;1947-04-23
46309;800;1946-01-13
46359;410;1948-07-01
46361;5;1946-07-01
46375;416;1940-01-08
46376;634;1939-07-01
46377;1025;1947-07-01
46378;416;1948-07-01
46379;276;1933-07-01
46380;5;1941-07-01
46382;430;1938-07-01
46383;800;1941-07-01
46384;1038;1947-07-01
46385;800;1946-11-12
46795;434;1927-07-01
47195;279;1930-01-01
47249;279;1942-07-01
47516;403;1936-07-01
50534;35;1948-07-01
50764;1519;1917-05-08
53113;452;1948-01-01
53114;72;1947-01-01
53116;27;1948-01-01
53117;170;1936-01-01
53118;4;1941-01-01
53124;86;1947-01-01
53270;410;1941-01-01
53539;447;1946-07-01
53540;430;1947-01-19
54277;1421;1941-07-01
54780;6195;1945-07-01
54787;119;1936-01-01
54848;119;1947-07-01
54905;634;1946-01-01
55092;12;1947-07-01
55945;276;1948-07-01
56587;99;1948-07-01
56853;12;1929-10-06
56872;398;1929-01-01
56876;430;1933-07-01
56910;12;1929-11-24
56911;430;1933-11-19
56936;46;1942-04-26
56937;416;1930-07-01
56957;12;1933-07-01
56961;398;1932-07-01
56969;5;1937-07-01
57155;932;1946-01-01
57439;416;1931-07-01
57717;12;1931-11-22
57773;416;1932-01-01
57786;6195;1935-07-01
57807;969;1935-07-01
57811;1025;1934-01-21
57859;1025;1933-04-23
58090;1096;1945-07-01
58227;398;1934-05-15
58428;6195;1938-01-09
58434;1025;1933-11-26
58712;506;1939-07-01
58897;46;1936-04-12
59109;800;1937-07-01
59130;430;1937-07-01
59252;141;1916-01-01
59356;398;1939-02-26
59408;12;1942-12-13
59550;6195;1940-07-01
59565;46;1940-07-01
59601;506;1940-11-03
59668;1025;1945-07-01
59805;1025;1942-07-01
59918;12;1945-07-01
60110;1519;1922-12-06
60153;631;1907-07-01
60278;6195;1947-11-02
60352;6195;1948-01-25
60357;398;1948-02-15
60397;12;1948-03-21
60412;506;1948-04-11
60428;46;1948-05-23
60630;6055;1937-07-01
61006;1025;1946-01-14
61038;116;1939-07-01
61120;24;1947-06-02
61157;61;1943-07-01
61757;527;1939-07-01
61892;279;1948-01-01
62566;677;1937-07-01
64157;244;1939-07-01
64562;119;1934-07-01
64936;667;1947-07-01
65417;40;1933-07-01
68065;452;1934-01-01
68315;26;1944-07-01
72747;1421;1945-07-01
74574;130;1948-01-01
74638;27;1902-01-01
74643;62;1933-01-01
74644;72;1945-01-01
74645;27;1943-01-01
74691;27;1934-01-01
74693;38;1939-01-01
74695;27;1946-01-01
74710;16;1947-03-01
74711;16;1946-01-01
74713;33;1948-12-01
74714;33;1946-12-01
74716;33;1925-04-03
74717;255;1933-01-01
74718;33;1932-07-20
74720;33;1938-10-26
74747;41;1943-01-01
74749;41;1935-01-01
74751;38;1946-03-01
74754;41;1931-01-01
74755;41;1927-11-16
74758;44;1929-01-01
74759;71;1946-01-01
74761;86;1935-04-01
74762;56;1948-03-01
74764;24;1911-02-01
74773;42;1947-01-01
74787;4;1926-01-01
74789;2;1938-01-01
74790;2;1945-01-01
74794;48;1945-01-01
74821;10;1924-11-01
74822;79;1945-01-01
74827;79;1934-01-01
74828;79;1936-01-01
74829;79;1939-03-01
75385;418;1927-01-01
75386;418;1910-01-01
75430;506;1929-01-01
75483;5;1928-01-01
75556;244;1933-01-01
75558;244;1923-01-01
75559;244;1925-01-01
75568;65;1914-01-01
75570;65;1947-12-01
75573;65;1933-01-01
75577;44;1925-07-01
75578;44;1935-01-01
75604;113;1938-01-01
75622;762;1939-09-01
75623;762;1947-05-01
75633;148;1898-01-01
75639;281;1889-07-01
75640;281;1912-09-10
75641;281;1925-11-15
75642;281;1926-04-26
75644;281;1946-12-02
75645;281;1947-11-01
75648;631;1939-04-19
75649;631;1905-01-01
75653;11;1934-06-01
75655;631;1933-01-01
75665;873;1905-01-01
75674;29;1919-01-01
75676;29;1948-09-01
75764;1003;1946-03-01
75765;1003;1936-01-01
75766;1003;1919-01-01
75768;1110;1943-01-01
75769;371;1897-01-01
75770;371;1940-02-19
75771;1010;1903-01-01
75774;48;1913-01-01
75778;48;1932-01-01
75779;48;1938-01-01
76115;40;1947-07-01
76950;294;1931-01-01
78390;800;1928-07-01
78391;800;1929-03-10
78798;26;1946-07-01
78801;434;1942-05-01
78918;6195;1942-01-01
79048;938;1947-07-01
