PlayerID;SocialMedia
97599;http://www.karlheinzgranitza.com
99655;http://www.facebook.com/profile.php?id=100009104919732
304078;http://www.facebook.com/adil.eric.3
701446;http://www.facebook.com/ahmet.buyukkurt.16UNALTOMBULEL
701446;http://www.facebook.com/unal.tombulel
701446;http://www.instagram.com/unaltombulel/?hl=tr
