PlayerID;ClubID;Since
15;2;1994-07-01
20;2;1983-07-01
31;95;1994-07-01
95;504;1992-02-28
113;60;1994-07-01
114;16;1995-07-01
115;162;1993-07-01
122;33;1988-07-01
126;52;1991-07-01
130;16;1992-07-01
135;72;1994-07-01
136;16;1995-07-01
151;10;1995-07-01
154;72;1994-11-01
160;413;1995-07-15
161;238;1994-01-01
173;25;1989-07-01
176;709;1993-07-01
183;1075;1995-07-01
185;708;1995-07-01
196;95;1990-07-01
197;18;1995-07-01
206;27;1994-07-01
209;33;1992-07-01
216;27;1989-07-01
222;48;1994-07-01
231;30;1994-07-01
246;52;1994-07-01
248;94;1992-07-01
254;699;1995-07-01
259;24;1995-07-01
270;79;1995-07-01
275;317;1994-07-01
279;206;1992-07-01
284;204;1989-07-01
285;80;1994-10-06
310;2;1995-07-01
313;18;1995-07-01
323;41;1987-07-01
328;399;1995-07-01
353;44;1993-07-01
356;371;1995-07-01
360;80;1992-01-01
361;2;1994-07-01
368;428;1993-07-01
370;18;1991-07-01
377;18;1990-07-01
387;52;1993-07-01
411;663;1995-07-01
413;26;1995-07-01
427;36;1995-07-01
443;80;1995-07-01
452;80;1994-07-01
481;79;1995-07-01
492;113;1992-07-01
497;95;1994-07-01
515;69;1994-07-01
535;339;1994-07-01
541;79;1995-07-01
545;452;1992-07-01
549;377;1991-07-01
562;71;1994-07-01
576;167;1993-07-01
612;3;1992-07-01
614;60;1991-07-01
615;79;1986-07-01
621;4;1995-07-01
623;448;1995-01-01
635;15;1994-07-01
654;15;1995-07-01
657;41;1995-07-01
660;238;1988-07-01
664;97;1995-07-01
678;2;1992-07-01
679;3;1992-07-01
680;48;1994-07-01
695;23;1991-07-01
704;336;1995-07-01
717;301;1995-07-01
722;131;1995-08-01
725;57;1995-07-01
727;97;1995-07-01
733;450;1990-07-01
749;1;1992-07-01
758;89;1994-07-01
798;24;1992-07-01
814;26;1995-11-11
843;24;1995-07-01
851;85;1994-07-01
874;66;1995-07-01
875;85;1995-07-01
881;38;1994-07-01
891;42;1989-07-01
893;1;1995-07-01
896;10;1995-07-01
899;23;1994-01-01
906;159;1994-07-01
917;56;1994-07-01
919;27;1993-07-01
934;80;1994-01-01
959;101;1995-07-01
973;80;1991-07-01
995;1;1994-01-01
997;85;1989-07-01
1003;459;1993-07-01
1026;35;1995-07-01
1041;39;1990-07-01
1049;80;1995-07-01
1065;39;1994-07-01
1074;417;1992-07-01
1076;527;1993-07-01
1092;92;1994-07-01
1130;71;1993-07-01
1148;42;1995-07-01
1157;197;1994-07-01
1163;468;1994-07-01
1179;4;1995-07-01
1202;634;1995-07-01
1205;25;1995-07-01
1207;89;1994-07-01
1255;255;1995-12-31
1285;129;1992-07-01
1312;38;1993-07-01
1317;30;1995-07-01
1384;237;1995-07-01
1389;903;1990-07-01
1417;18;1988-07-01
1430;369;1992-07-01
1450;290;1992-07-01
1456;41;1992-07-01
1521;79;1994-07-01
1525;409;1992-07-24
1528;86;1992-07-01
1529;4;1995-07-01
1597;62;1995-07-01
1600;80;1993-07-01
1619;82;1993-07-01
1654;4;1994-07-01
1723;687;1994-01-01
1909;85;1987-07-01
1966;1;1995-07-01
1990;328;1992-07-01
2033;44;1993-07-01
2099;129;1994-07-01
2203;25;1993-07-01
2216;95;1992-07-01
2288;38;1995-07-01
2360;79;1995-07-01
2415;71;1995-07-01
2491;328;1995-07-01
2532;3909;1992-07-01
2535;41;1995-07-01
2568;395;1995-07-01
2715;339;1989-07-01
2781;129;1995-07-01
2843;170;1993-07-15
2867;312;1995-01-01
2909;452;1992-07-01
2917;1064;1993-07-01
2918;5225;1990-01-01
2928;434;1994-07-01
2942;409;1994-07-29
2945;14;1989-07-01
2951;255;1991-07-01
2977;95;1991-07-01
2995;113;1995-07-01
3010;413;1990-07-09
3056;122;1989-07-01
3058;2444;1995-07-20
3060;6055;1993-07-01
3094;11;1995-01-01
3095;801;1993-07-01
3097;272;1989-07-01
3112;164;1995-07-01
3113;290;1995-07-11
3129;131;1995-07-01
3131;1010;1994-12-19
