PlayerID;ClubID;Since
38191;41;1953-07-01
50816;6195;1965-07-01
56626;416;1951-07-01
72284;3;1962-07-01
72381;5;1965-07-01
72497;24;1965-07-01
75999;170;1950-07-01
78624;14;1964-07-01
81612;3;1962-07-01
89230;294;1960-07-01
89669;5;1965-07-01
89946;18;1964-07-01
89965;16;1965-07-01
94064;41;1965-07-01
94085;41;1952-07-01
94108;41;1960-07-01
94114;41;1963-07-01
95103;33;1963-07-01
95161;52;1964-07-01
95496;101;1965-07-01
95527;27;1960-07-01
95534;27;1961-07-01
95553;27;1961-07-01
95577;27;1960-07-01
95838;3;1961-07-01
95842;3;1963-07-01
95846;328;1963-07-01
96022;3;1948-07-01
96027;3;1958-07-01
96038;3;1965-07-01
96560;16;1952-07-01
96561;16;1959-07-01
96592;16;1963-07-01
96598;16;1956-07-01
96604;16;1962-07-01
96975;16;1959-07-01
97027;79;1958-07-01
97033;79;1959-07-01
97080;79;1964-07-01
97388;18;1957-07-01
97634;44;1962-07-01
97636;4;1961-07-01
97659;23;1964-07-01
99665;24;1965-07-01
99711;24;1963-07-01
99716;24;1956-07-01
99723;24;1958-07-01
99725;24;1958-07-01
100490;4;1954-07-01
100492;4;1957-07-01
100533;72;1961-07-01
100549;676;1965-07-01
102152;27;1962-07-01
109384;72;1960-07-01
109415;72;1960-07-01
109443;2;1964-07-01
110257;443;1961-01-01
117756;148;1964-07-01
119392;4772;1965-07-01
126010;46;1963-07-01
127716;282;1962-07-01
132335;301;1961-07-01
133401;62;1964-07-01
134948;2844;1961-07-01
135696;708;1965-07-01
135744;13;1964-07-01
135771;131;1942-06-30
136479;14;1963-01-01
137208;409;1959-07-01
141046;428;1963-07-01
142687;124;1964-07-01
142901;129;1964-07-01
142912;187;1960-07-01
143322;730;1964-07-01
143337;2844;1962-07-01
143549;759;1965-07-01
145119;2573;1965-07-01
145124;159;1961-07-01
145341;1038;1963-07-01
145515;12;1958-07-01
145555;610;1965-07-01
148020;669;1964-07-01
150471;383;1964-07-01
150653;621;1962-07-01
151245;1421;1956-07-01
151249;157;1965-07-01
151349;260;1964-07-01
151784;468;1956-07-01
151819;506;1963-12-01
152029;8689;1956-07-01
152145;610;1965-07-01
152441;383;1961-07-01
152442;527;1964-07-01
152443;234;1951-07-01
153049;234;1955-07-01
153802;234;1958-07-01
153804;383;1961-07-01
154028;383;1965-07-01
154121;610;1964-07-01
154131;234;1952-07-01
154248;468;1958-07-01
155494;621;1962-07-01
155511;621;1948-07-01
155533;621;1961-07-01
156168;434;1965-07-01
165365;2441;1962-07-01
166748;5;1957-07-01
167079;678;1962-01-01
167090;468;1965-07-01
167100;3426;1959-07-01
167103;1053;1961-01-01
170328;170;1946-07-01
170329;170;1953-07-01
170711;418;1954-07-01
170713;418;1952-07-01
170721;1421;1952-07-01
170732;667;1961-07-01
172231;131;1965-07-01
174158;5;1949-07-01
174163;1038;1958-07-01
176039;31;1957-10-30
176040;180;1964-11-01
176045;31;1962-10-19
176049;31;1964-08-30
176050;31;1965-10-05
176051;989;1965-08-01
176086;903;1963-07-01
176219;985;1962-02-01
176225;1110;1964-07-01
176364;631;1964-07-01
176382;1035;1965-10-01
176394;703;1962-07-01
176518;11;1961-08-01
176529;931;1964-12-01
176534;11;1964-07-01
176535;11;1963-07-01
176630;11;1964-10-01
176661;1110;1962-07-01
176708;1010;1960-07-01
176741;631;1953-07-01
176748;631;1963-07-01
176757;631;1959-07-01
176758;631;1959-07-01
176759;631;1959-07-01
176795;281;1964-07-01
176822;3258;1963-07-01
176830;762;1962-07-01
176902;281;1965-07-01
176969;931;1964-07-01
177212;29;1957-07-01
177216;1110;1964-07-01
177218;29;1962-09-01
177223;164;1960-07-01
177247;29;1963-03-01
177248;29;1960-11-01
177292;405;1961-02-01
179125;14;1964-07-01
179149;676;1964-11-01
179342;2573;1964-07-01
181148;58;1959-07-01
181881;289;1965-07-01
182004;1044;1963-01-01
182034;12;1962-07-01
184406;511;1964-07-01
187046;610;1959-07-01
187048;610;1959-08-01
188563;1090;1963-07-01
188564;610;1962-07-01
188709;383;1960-07-01
188716;265;1965-07-01
188756;383;1964-07-01
188776;8689;1964-07-01
189172;317;1965-07-01
190462;398;1953-07-01
193730;5;1945-07-01
193793;418;1950-07-01
195412;419;1964-07-01
200627;1003;1959-07-01
200632;399;1962-07-01
200634;180;1956-07-01
205280;371;1965-12-01
211543;279;1963-07-01
212756;399;1962-07-01
213704;312;1965-07-01
215584;1110;1965-07-01
215685;2282;1964-07-01
215713;197;1959-07-01
215719;159;1962-07-01
215878;663;1963-01-01
215882;279;1964-01-01
215894;46;1964-12-01
215963;2410;1961-01-01
215971;669;1962-07-01
216034;416;1960-07-01
216059;279;1952-07-01
216062;634;1958-07-01
216067;709;1964-01-01
222256;1035;1965-07-01
222562;1032;1965-07-01
222580;931;1958-07-01
222860;931;1961-08-01
223321;931;1959-12-01
224104;46;1962-07-01
224109;1038;1964-07-01
226519;416;1964-07-01
226709;1091;1963-07-01
229668;416;1962-07-01
230735;192;1964-07-01
232473;1038;1948-07-01
233742;663;1965-01-01
233802;338;1965-01-01
233831;338;1965-01-01
233854;338;1959-07-01
234419;540;1963-07-01
234580;156;1963-07-01
234649;208;1964-07-01
235943;1025;1960-07-01
236039;1041;1960-07-01
236054;1041;1958-07-01
236180;26;1962-07-01
236204;527;1960-07-01
237180;506;1962-07-01
237700;12;1954-07-01
237714;5;1961-07-01
237716;430;1957-07-01
237723;5;1963-09-01
237777;197;1958-07-01
237782;159;1960-07-01
238652;418;1961-12-01
238704;13;1964-12-01
238741;131;1956-07-01
239558;468;1955-07-01
240472;234;1956-07-01
240591;8689;1962-07-01
241206;8689;1961-07-04
241538;1894;1964-07-01
243929;1003;1965-05-01
244343;170;1949-07-01
244584;399;1965-01-01
244627;399;1964-01-01
244896;418;1957-05-01
245229;669;1962-07-01
245238;418;1964-07-01
245241;969;1962-12-01
245246;669;1963-07-01
245248;418;1965-07-01
245251;1084;1963-12-01
245257;430;1955-12-01
245258;398;1958-12-01
245265;416;1958-07-01
245288;368;1965-12-01
245297;294;1954-07-01
245299;418;1962-07-01
245319;294;1958-07-01
245343;12;1965-07-01
246907;164;1950-07-01
246986;2444;1964-12-01
247059;450;1955-07-01
247099;197;1956-07-01
247163;512;1965-03-19
247430;399;1962-01-01
247874;46;1947-12-01
247880;46;1952-07-01
247881;46;1956-07-01
248636;416;1956-07-01
248795;131;1944-12-01
248813;418;1946-06-20
249219;6195;1950-12-01
249220;800;1953-07-01
249243;276;1955-07-01
250483;419;1959-07-01
250939;124;1960-07-01
251037;430;1965-07-01
251072;148;1952-12-01
251095;148;1959-07-01
251096;13;1958-09-01
251118;124;1964-06-01
253266;46;1960-07-01
253627;29;1963-09-01
253801;22;1964-07-01
253815;22;1960-07-01
255140;512;1965-01-01
256215;399;1965-10-01
256224;759;1965-07-01
256372;3057;1961-07-01
259132;511;1963-07-01
266623;3837;1959-01-01
266631;3837;1954-01-01
286402;1257;1959-07-01
288963;984;1964-07-01
289310;5;1955-07-01
289377;1044;1951-01-01
289449;417;1963-11-25
289653;512;1962-01-01
289694;398;1958-07-01
289701;430;1949-07-01
290162;6195;1964-07-01
290325;13;1964-12-01
290966;301;1958-07-01
291356;3258;1961-07-01
291384;170;1960-07-01
291527;641;1965-07-01
291533;984;1965-02-01
291542;301;1965-07-01
292289;99;1963-07-01
292441;141;1953-07-01
293097;6195;1963-07-01
293486;416;1957-07-01
293494;279;1950-07-01
293544;430;1963-12-01
293879;40;1959-07-01
295847;398;1961-07-01
296093;195;1965-01-01
296109;687;1963-01-01
296733;289;1965-10-01
296930;984;1960-07-01
296943;762;1963-07-01
297871;1132;1959-07-01
297874;2288;1965-01-01
297876;1132;1960-07-01
297878;289;1964-11-01
297950;634;1964-01-01
298194;124;1963-07-01
298582;301;1961-07-01
299191;621;1964-07-01
299337;512;1962-07-01
299834;337;1965-07-01
299884;703;1965-07-01
300551;365;1965-07-01
300557;365;1965-07-01
300622;279;1964-07-01
300650;279;1962-07-01
300662;418;1961-07-01
300770;36;1964-07-01
300837;1025;1948-07-01
300898;131;1950-07-01
300963;1044;1963-01-01
301007;683;1961-07-01
301114;6195;1950-07-01
301127;301;1965-07-01
301130;301;1963-07-01
302126;208;1959-07-01
302132;204;1953-07-01
302777;618;1964-07-01
302936;26;1964-07-01
303040;338;1962-01-01
303092;588;1950-01-01
303375;410;1961-07-01
303804;164;1964-02-01
303821;990;1965-07-01
303996;276;1965-07-01
304114;159;1964-07-01
304356;26;1963-07-01
304475;26;1964-07-01
304895;403;1965-07-01
304915;46;1964-07-01
304916;506;1964-06-30
305026;114;1962-07-01
305042;6469;1960-01-01
305109;683;1963-07-01
305259;338;1961-07-01
305849;450;1963-07-01
305852;450;1965-07-01
306014;281;1962-11-01
306380;276;1964-07-01
306381;5;1961-07-01
306389;677;1960-07-01
306392;989;1964-07-01
306420;6055;1959-07-01
306436;6055;1963-07-01
306545;511;1957-07-01
306617;2844;1963-01-01
306681;124;1963-07-01
306787;279;1954-01-01
307340;1078;1965-07-01
308116;6055;1962-07-01
308606;1025;1950-07-01
308881;131;1961-07-01
309020;150;1961-07-01
312236;800;1952-07-01
313707;418;1950-07-01
313717;131;1954-07-01
313721;940;1953-07-01
313797;150;1954-07-01
314438;306;1965-07-01
319204;192;1965-07-01
320763;1039;1965-02-01
322773;62;1955-07-01
323607;337;1953-10-01
324464;405;1962-11-01
324529;1181;1957-07-01
324543;1041;1960-07-01
327032;603;1961-07-01
327036;1132;1962-09-01
327041;1181;1959-07-01
327373;720;1962-07-01
348183;30;1963-07-01
348607;131;1943-07-01
348782;418;1944-12-01
356083;1038;1952-12-01
362392;416;1963-07-01
369034;1038;1954-07-01
369262;6195;1949-07-01
371202;46;1960-11-01
373964;1038;1961-07-01
382983;403;1963-07-01
389986;12;1957-06-30
394533;410;1951-07-01
411609;350;1954-07-01
415771;1390;1957-07-01
415774;6195;1955-07-01
415775;6195;1951-07-01
415776;46;1958-07-01
421541;8689;1965-07-01
422628;506;1953-07-01
422629;800;1954-07-01
439305;36;1927-12-01
449613;337;1952-11-01
459545;1025;1956-07-01
461183;46;1958-07-01
461434;416;1964-07-01
466399;416;1964-07-01
466628;244;1957-12-01
466629;667;1961-07-01
466678;1039;1964-07-01
467948;244;1960-07-01
468673;46;1964-07-01
468746;410;1951-07-01
473381;410;1958-07-01
478844;416;1963-07-01
479956;5;1965-07-01
480221;667;1961-07-01
480788;1041;1963-07-01
480842;430;1964-07-01
480843;5;1962-11-01
484406;5;1963-07-01
497931;1038;1951-07-01
497936;46;1956-07-01
502336;873;1965-12-08
505236;506;1958-07-01
505362;398;1955-07-01
509194;276;1958-07-01
509238;237;1958-01-01
514460;6195;1950-07-01
514464;6195;1954-07-01
514478;1038;1955-07-01
515918;410;1950-07-01
516034;1025;1947-07-01
516035;1038;1952-07-01
516137;6195;1949-07-01
516144;416;1955-07-01
518203;410;1954-12-01
518205;130;1954-07-01
