PlayerID;Position
84063;Left-Back
84063;Sweeper
89230;Second Striker
92267;Attacking Midfield
92267;Second Striker
95458;Central Midfield
95458;Right Winger
97069;Left Winger
97124;Centre-Forward
97305;Defensive Midfield
99708;Centre-Back
99708;Left-Back
99711;Centre-Forward
128882;Right Midfield
128995;Centre-Back
133753;Centre-Forward
135793;Attacking Midfield
135793;Right Midfield
145370;Left-Back
145370;Right-Back
169281;Attacking Midfield
169384;Centre-Back
170710;Centre-Back
176295;Left Winger
176327;Centre-Back
179292;Sweeper
222810;Defensive Midfield
222878;Right Winger
237723;Attacking Midfield
237723;Left Winger
245248;Defensive Midfield
245309;Centre-Back
245309;Left-Back
245359;Defensive Midfield
251095;Left Midfield
255327;Defensive Midfield
289694;Centre-Forward
289694;Second Striker
295180;Central Midfield
296954;Left Midfield
296954;Right Winger
299337;Centre-Back
306917;Attacking Midfield
327383;Centre-Back
348183;Defensive Midfield
348183;Right Midfield
405303;Left Winger
410921;Centre-Back
519640;Centre-Forward
566806;Right Midfield
626135;Left Winger
721525;Right-Back
