TrainerID;Nationality
33406;Spain
33421;Spain
33482;Poland
33493;Italy
33494;Italy
33495;Italy
33498;Italy
33499;England
33501;England
33502;Italy
33503;Italy
33504;Italy
33516;Spain
33523;Hungary
33564;Spain
33565;Italy
33567;Italy
33568;Italy
33572;Spain
33576;Spain
33582;Hungary
33729;Italy
33745;Russia
33796;Argentina
33874;Italy
33885;Italy
33982;Italy
33982;Uruguay
33986;Spain
33990;Spain
33993;Spain
33994;Spain
33996;England
34018;Spain
34167;Scotland
34168;Spain
34176;Spain
34196;Hungary
34395;England
34402;England
34463;Netherlands
34507;Austria
34519;Scotland
34558;Italy
34570;Netherlands
34587;Austria
34633;Bulgaria
34849;Austria
34849;Italy
34850;Italy
34851;Austria
34852;Hungary
34853;Hungary
34855;England
34856;Italy
34883;Netherlands
34977;Italy
34978;Italy
34998;Germany
35164;Hungary
35299;Netherlands
35539;Ireland
35580;Spain
36207;Germany
36208;Germany
36211;Germany
36521;Bulgaria
36866;Poland
36875;Austria
36902;Serbia
36953;Italy
36954;Italy
37063;Italy
37148;Austria
37150;Austria
37256;Russia
37320;Italy
37360;Croatia
37378;Italy
37433;France
37446;Argentina
37629;Italy
37656;Spain
37658;Hungary
37662;Argentina
37676;Spain
37710;Spain
37711;France
37711;Germany
37713;Spain
37714;Spain
37715;England
37716;Spain
37717;Spain
37738;Hungary
37754;England
37758;England
37759;Spain
37775;Ireland
37778;Spain
37780;Spain
37784;Spain
37787;Portugal
37801;Spain
37802;Spain
37814;Germany
37856;England
37860;Spain
37862;Spain
37863;Spain
37896;Spain
37901;Spain
37907;Russia
37926;Netherlands
37928;Brazil
37942;Spain
38025;Spain
38036;Spain
38054;Netherlands
38059;Austria
38059;Germany
38060;Spain
38174;Russia
38174;UdSSR
38200;Spain
38286;Hungary
38286;Slovakia
38346;England
38347;CSSR
38357;Germany
38371;Germany
38507;Italy
38530;Spain
38531;Argentina
38538;Argentina
38557;England
38617;Norway
38664;Slovakia
38750;Sweden
38767;Poland
38777;Norway
38798;Italy
38799;Russia
38805;Italy
38877;Austria
38933;Poland
38934;Spain
38948;Poland
38972;Spain
38982;Poland
39102;Scotland
39149;Spain
39169;Spain
39245;Spain
39321;Argentina
39321;Spain
39348;Spain
39349;Spain
39437;Uruguay
39514;England
39515;England
39517;England
39518;England
39519;Scotland
39520;England
39521;England
39522;Ireland
39557;Netherlands
39576;Italy
39600;Slovakia
39602;Luxembourg
39616;Netherlands
39813;Greece
39829;Slovakia
39863;Slovakia
39879;Greece
39915;Poland
40019;Spain
40107;Uruguay
40132;Spain
40204;Serbia
40205;Peru
40205;Spain
40382;Switzerland
40440;England
40473;Hungary
40481;Netherlands
40664;Austria
40765;Poland
40776;Austria
40858;Austria
40861;Austria
40927;Belarus
41016;Croatia
41031;Germany
41090;Russia
41110;England
41252;Serbia
41258;Belgium
41274;Germany
41275;Germany
41276;Germany
41426;Greece
41427;Greece
41487;Czech Republic
41488;Serbia
41771;Germany
41772;Germany
41783;Germany
42177;Iceland
42366;Germany
42367;Germany
42420;France
42501;Germany
42562;Czech Republic
42616;Italy
42701;Switzerland
42830;Italy
43086;Greece
43086;Serbia
43198;Italy
43230;Italy
43232;Italy
43239;Luxembourg
43320;Italy
43398;Belgium
43471;Norway
43472;Norway
43620;Netherlands
43634;Czech Republic
43907;Hungary
43910;Bosnia-Herzegovina
43987;Montenegro
44016;Austria
44019;France
44035;Israel
44161;Belgium
44176;Russia
44183;Russia
44195;Germany
44337;Norway
44447;Italy
44448;Italy
44474;France
44598;Austria
44754;Germany
44788;Norway
44807;Norway
44808;Norway
45196;Bulgaria
45202;Hungary
45373;Italy
45374;Italy
45375;Italy
45375;Switzerland
45883;England
45901;Turkey
45997;North Macedonia
46089;Portugal
46133;Turkey
46238;Hungary
46306;Italy
46307;Italy
46308;Italy
46309;Argentina
46309;Italy
46310;Italy
46311;Italy
46312;Italy
46339;Italy
46347;Italy
46351;Italy
46352;Italy
46353;Italy
46354;Italy
46355;Italy
46357;Italy
46358;Italy
46359;Italy
46360;Italy
46361;Italy
46362;Italy
46375;Italy
46376;Hungary
46377;Hungary
46378;Hungary
46379;Hungary
46380;Italy
46382;Austria
46383;Hungary
46384;Italy
46385;Italy
46634;Finland
46710;Greece
46795;Hungary
46810;Hungary
46810;Serbia
47094;Italy
47195;Hungary
47213;Poland
47249;Hungary
47400;Greece
47516;England
47539;Greece
47732;Spain
47741;Belgium
47777;Italy
47830;Belgium
47899;Hungary
47921;Hungary
47931;Netherlands
47968;Scotland
48095;Italy
48097;Italy
48136;Italy
48586;Italy
48688;Italy
48862;Greece
48896;Greece
49129;Scotland
49168;Spain
49443;Cyprus
49449;Spain
49475;Spain
49535;Spain
49597;Cyprus
49602;Italy
49621;Jugoslawien (SFR)
49735;Italy
49763;Luxembourg
49794;Greece
49912;Italy
50375;Hungary
50403;Italy
50404;Italy
50445;Italy
50447;Italy
50534;Germany
50549;Italy
50573;Germany
50583;Norway
50690;Belgium
50705;Germany
50706;Germany
50764;Scotland
50767;Italy
50767;Luxembourg
50768;Serbia
50775;Luxembourg
50828;Italy
50877;Germany
50930;Belgium
50934;Czech Republic
51003;Italy
51051;Italy
51056;England
51062;Germany
51082;France
51083;France
51084;France
51085;France
51086;France
51087;France
51088;France
51090;France
51095;England
51112;Wales
51139;Germany
51141;England
51148;Belgium
51194;Germany
51222;Russia
51239;England
51251;England
51268;England
51271;France
51278;Italy
51279;Italy
51325;Italy
51344;Germany
51387;England
51453;Germany
51553;England
51556;England
51568;England
51618;Germany
51662;Greece
51666;Scotland
51669;Germany
51726;Italy
51760;Italy
51760;South Africa
51806;Italy
51808;Italy
51896;Malta
51962;Germany
51963;Germany
52001;Brazil
52002;Italy
52003;Italy
52006;Czech Republic
52041;England
52166;Russia
52168;Russia
52207;Serbia
52222;Russia
52226;Russia
52348;Italy
52490;Belgium
52524;Poland
52537;Italy
52572;Hungary
52598;Montenegro
52599;Iceland
52692;Italy
52710;Denmark
52817;England
52841;England
52881;Germany
52891;Italy
52892;Italy
52908;England
52919;England
52948;Northern Ireland
53026;Poland
53072;England
53112;Germany
53113;Austria
53114;Germany
53116;Germany
53117;Austria
53118;Germany
53124;Germany
53129;Netherlands
53269;Italy
53270;Italy
53288;Wales
53296;England
53348;Brazil
53363;North Macedonia
53425;Germany
53539;Croatia
53539;Jugoslawien (SFR)
53540;Italy
53542;Italy
53543;Italy
53544;Italy
53625;Russia
53669;Greece
53677;Greece
53956;Bulgaria
54007;France
54056;Italy
54058;Italy
54133;France
54133;Italy
54221;Germany
54227;Italy
54245;Italy
54265;Germany
54277;France
54305;France
54552;France
54558;France
54562;Brazil
54666;Bulgaria
54673;Slovenia
54774;England
54780;Italy
54780;Uruguay
54787;Austria
54787;Israel
54848;Israel
54848;Poland
54880;Hungary
54905;Hungary
55092;Hungary
55132;Russia
55794;England
55921;Germany
55942;Italy
55945;Italy
55994;Germany
56245;Poland
56475;Croatia
56491;Germany
56559;Italy
56580;Germany
56583;Germany
56587;Germany
56589;Germany
56593;Germany
56624;Germany
56715;Norway
56853;Italy
56872;Italy
56876;Hungary
56888;Austria
56889;Hungary
56910;England
56911;Hungary
56936;Hungary
56937;Italy
56957;Italy
56961;Austria
56969;Hungary
57016;Italy
57031;Italy
57150;Denmark
57155;Russia
57155;UdSSR
57181;Albania
57421;Argentina
57421;France
57439;Italy
57465;England
57466;Brazil
57473;France
57501;France
57502;Italy
57593;Poland
57717;Hungary
57729;Italy
57743;Italy
57773;Austria
57786;Hungary
57803;France
57805;France
57806;France
57807;France
57811;Hungary
57859;Brazil
57859;Italy
57879;Greece
57932;Hungary
57957;Switzerland
57961;Croatia
58035;Switzerland
58043;Serbia
58045;Belgium
58047;Belgium
58090;Belgium
58099;Italy
58227;Austria
58332;England
58344;Switzerland
58345;Scotland
58369;Scotland
58397;England
58428;Hungary
58434;Italy
58534;Croatia
58569;Bulgaria
58596;Scotland
58617;Germany
58617;Poland
58625;Serbia
58686;England
58712;Italy
58780;Italy
58804;France
58825;England
58876;Serbia
58897;Italy
58898;France
58935;Czech Republic
58964;Italy
59091;Germany
59109;Italy
59130;Italy
59225;Germany
59230;France
59231;France
59234;France
59252;Turkey
59356;Italy
59390;Germany
59408;Hungary
59523;Germany
59550;Italy
59565;Italy
59601;Italy
59668;Austria
59742;Germany
59743;Germany
59789;Czech Republic
59805;Italy
59807;Germany
59830;Switzerland
59914;Russia
59918;Italy
59937;Germany
59946;Italy
59973;Serbia
60045;Germany
60108;Turkey
60109;Turkey
60110;Scotland
60114;Germany
60114;Turkey
60153;Scotland
60234;Spain
60278;Italy
60284;Spain
60291;France
60352;Italy
60357;Italy
60397;Italy
60410;Bulgaria
60412;Scotland
60428;Wales
60447;Netherlands
60477;England
60483;England
60630;Hungary
60687;Spain
60707;Hungary
60730;Poland
60737;Turkey
61006;Italy
61038;Austria
61063;Turkey
61120;Germany
61157;Switzerland
61264;Netherlands
61363;Netherlands
61435;Romania
61450;Ireland
61485;Netherlands
61487;Belgium
61516;Iceland
61588;Hungary
61625;Scotland
61757;Switzerland
61892;Hungary
61902;England
61940;Scotland
62080;Jugoslawien (SFR)
62080;North Macedonia
62081;CSSR
62081;Slovakia
62106;France
62109;France
62113;Denmark
62184;Poland
62373;France
62566;Scotland
62573;Italy
62666;France
62707;France
62715;Italy
62744;England
62756;Netherlands
62780;Italy
62819;England
62847;Wales
62972;Serbia
63121;England
63133;England
63250;England
63257;Belgium
63257;Slovakia
63289;England
63299;China
63299;England
63300;England
63301;England
63348;Israel
63348;Romania
63407;Bosnia-Herzegovina
63454;Argentina
63465;Denmark
63498;France
63588;Georgia
63620;Iceland
63663;England
63676;England
63696;Belgium
63697;Poland
63757;Italy
63790;England
63945;England
63976;Netherlands
63977;Netherlands
63979;England
64089;England
64128;England
64156;France
64157;Hungary
64267;Israel
64268;Israel
64288;England
64366;Italy
64444;Czech Republic
64562;Austria
64562;Israel
64709;Italy
64759;Switzerland
64811;Italy
64875;Italy
64920;Argentina
64920;Italy
64928;Italy
64974;Chile
64974;Hungary
65185;Armenia
65185;France
65188;Serbia
65189;Hungary
65274;Hungary
65284;Hungary
65291;Sweden
65316;Austria
65339;Italy
65352;Italy
65417;Hungary
65503;England
65513;England
65553;Israel
65689;Italy
65723;Italy
65760;Norway
65773;Belgium
65774;Italy
65816;Switzerland
65817;Switzerland
65818;Hungary
65818;Switzerland
65839;England
65885;Serbia
65926;Serbia
65940;Switzerland
66038;England
66081;Germany
66083;Switzerland
66259;England
66265;Italy
66275;Italy
66312;Scotland
66354;England
66439;Malta
66587;Italy
66845;England
67109;Scotland
67236;Switzerland
67361;Argentina
67387;Greece
67423;Germany
67449;Italy
67455;Germany
67458;Germany
67649;Romania
67957;Serbia
68053;France
68065;Hungary
68313;Serbia
68315;Switzerland
68316;Germany
68392;Russia
68531;Belgium
68578;France
68699;Belgium
68803;Hungary
69006;Switzerland
69008;Germany
69258;Netherlands
69559;Scotland
69880;England
70068;Turkey
70285;Netherlands
70356;Greece
70392;Scotland
70398;Greece
70684;Hungary
70816;Denmark
71000;Turkey
71202;Germany
71444;England
71482;Italy
71971;Hungary
71973;Slovakia
71997;France
71997;Morocco
72076;England
72166;Portugal
72237;Czech Republic
72237;Poland
72341;Sweden
72366;Iceland
72408;Romania
72598;Turkey
72747;France
72767;Finland
72790;Bosnia-Herzegovina
72921;Macedonia
72921;Turkey
73106;Scotland
73119;England
73147;England
73173;England
73174;Germany
73242;Northern Ireland
73243;Scotland
73361;Sweden
73467;Switzerland
73654;Czech Republic
73658;Switzerland
73751;Croatia
73752;Switzerland
73825;Denmark
73858;Greece
73935;Germany
74103;Greece
74138;England
74157;Norway
74320;Norway
74342;Norway
74343;Norway
74363;Norway
74574;Italy
74577;Northern Ireland
74643;Hungary
74644;Germany
74691;Germany
74693;Austria
74695;Germany
74710;Germany
74711;Germany
74713;Austria
74714;Germany
74717;Austria
74718;Germany
74720;Germany
74747;Germany
74749;Germany
74751;Germany
74754;Hungary
74755;Germany
74758;Germany
74759;Germany
74761;Germany
74762;Germany
74764;Austria
74764;Hungary
74772;England
74773;Germany
74787;England
74789;Germany
74790;Germany
74791;Germany
74794;Germany
74821;Germany
74822;Germany
74826;Germany
74828;Germany
74829;Germany
74850;Germany
74851;Serbia
74919;Israel
74937;Switzerland
74938;Switzerland
75070;England
75150;England
75203;Scotland
75385;Spain
75386;England
75430;Scotland
75483;Austria
75551;France
75552;France
75553;France
75554;France
75555;Spain
75556;Austria
75558;England
75559;England
75568;Germany
75570;Germany
75573;Germany
75577;Austria
75578;Germany
75588;Germany
75604;Germany
75607;Germany
75609;Germany
75622;England
75623;Scotland
75624;England
75625;England
75633;England
75634;Scotland
75635;England
75638;England
75639;England
75640;England
75641;England
75642;Scotland
75644;England
75645;Scotland
75646;Scotland
75647;England
75648;Scotland
75649;Scotland
75650;Scotland
75653;England
75655;England
75656;England
75657;England
75665;England
75666;England
75674;England
75676;England
75764;Scotland
75765;England
75766;Scotland
75768;Scotland
75769;Scotland
75770;Scotland
75771;England
75772;Scotland
75774;Germany
75778;Germany
75899;Scotland
75968;Scotland
76115;France
76174;Serbia
76277;England
76345;Czech Republic
76950;Portugal
76968;Northern Ireland
77006;Czech Republic
77025;England
77130;Italy
77178;Czech Republic
77179;Czech Republic
77198;CSSR
77247;Germany
77293;Hungary
77385;Netherlands
77414;Portugal
77635;Hungary
77637;Poland
77659;Hungary
77783;Russia
77785;Finland
77847;Switzerland
77848;Switzerland
77849;Germany
77850;Switzerland
77867;Czech Republic
77921;Hungary
77931;Hungary
78215;Switzerland
78321;Germany
78363;Switzerland
78390;Hungary
78391;Italy
78412;Greece
78417;Greece
78449;Finland
78455;Ukraine
78480;Switzerland
78481;Croatia
78482;Switzerland
78491;Germany
78491;Switzerland
78501;Sweden
78571;Switzerland
78588;Scotland
78704;England
78746;Finland
78791;Denmark
78798;Austria
78801;Hungary
78892;Italy
78892;Paraguay
78918;Brazil
78918;Italy
79048;Austria
79136;Germany
79137;Czech Republic
79145;Czech Republic
79232;Czech Republic
79252;Switzerland
79254;Switzerland
79257;Switzerland
79307;Finland
79308;Finland
79309;Finland
79310;England
79311;Finland
79316;Finland
79329;Switzerland
79481;Greece
79568;Serbia
79611;Switzerland
79618;England
79620;Iceland
79667;Finland
80057;Germany
80062;Slovakia
80169;Austria
80205;Hungary
80416;Austria
80439;Argentina
80466;France
80594;Austria
80755;Austria
81009;Italy
81022;Russia
81030;France
81030;Hungary
81054;Russia
81112;Slovakia
81178;Greece
81181;Greece
81182;Greece
81184;Greece
81185;Greece
81186;Austria
81187;Greece
81188;Austria
81189;Hungary
81191;Wales
81192;Greece
81193;Greece
81194;Greece
81213;Serbia
81229;Greece
81252;Austria
81387;Scotland
81391;Scotland
81541;Austria
81568;Austria
81647;Italy
81656;Germany
81714;Croatia
81716;Austria
81852;Austria
81859;Germany
81884;Austria
82030;Austria
82054;Germany
82174;Austria
82175;Austria
82435;England
82473;Wales
