PlayerID;CompetitionID;Games;Goals;Assists;YellowCards;RedCards
116;L1;20;1;3;2;0
130;CL;0;0;0;0;0
130;L1;0;0;0;0;0
171;L1;0;0;0;0;0
178;L1;0;0;0;0;0
214;L1;0;0;0;0;0
233;L1;0;0;0;0;0
256;L1;0;0;0;0;0
274;L1;0;0;0;0;0
310;L1;0;0;0;0;0
361;L1;0;0;0;0;0
445;L1;33;0;0;0;0
520;CL;10;4;0;1;0
520;L1;0;0;0;0;0
573;CL;2;0;0;0;0
573;GB1;4;0;0;1;0
573;L1;0;0;0;0;0
618;L1;17;1;0;2;0
635;L1;0;0;0;0;0
669;GB1;5;0;0;2;0
678;L1;0;0;0;0;0
710;CL;7;1;1;1;0
710;L1;0;0;0;0;0
727;L1;0;0;0;0;0
1082;L1;0;0;0;0;0
1088;L1;0;0;0;0;0
2099;L1;18;0;0;4;0
2959;CL;0;0;0;0;0
3101;CL;2;0;0;0;0
3175;GB1;33;16;0;4;0
3211;CL;5;0;0;0;0
3236;GB1;0;0;0;0;0
3247;GB1;0;0;0;0;0
3300;CL;10;0;2;1;0
3376;CL;1;0;0;0;0
3387;CL;1;0;0;0;0
3405;GB1;2;0;0;0;0
3406;CL;0;0;0;0;0
3406;GB1;0;0;0;0;0
3504;CL;5;0;1;1;0
3508;CL;0;0;0;0;0
3524;CL;0;0;0;0;0
3535;CL;0;0;0;0;0
3557;CL;5;0;0;2;0
3571;CL;0;0;0;0;0
3608;GB1;0;0;0;0;0
3641;GB1;17;0;0;1;0
3699;GB1;35;12;2;10;0
3738;GB1;5;0;0;0;0
3787;GB1;0;0;0;0;0
3823;CL;0;0;0;0;0
3823;GB1;0;0;0;0;0
4250;GB1;0;0;0;0;0
4340;CL;0;0;0;0;0
4375;CL;0;0;0;0;0
4556;CL;1;0;0;0;0
4570;CL;1;0;0;0;0
4729;L1;15;1;1;1;0
4915;CL;2;0;0;0;0
5180;L1;2;0;0;0;0
5372;CL;0;0;0;0;0
6452;L1;0;0;0;0;0
6453;L1;28;2;4;5;0
6778;GB1;0;0;0;0;0
7463;CL;0;0;0;0;0
7463;GB1;0;0;0;0;0
7608;CL;1;0;0;0;0
8015;CL;3;0;0;0;0
8037;CL;2;0;0;1;0
8058;GB1;0;0;0;0;0
8542;CL;0;0;0;0;0
9233;L1;6;0;0;0;0
9536;CL;0;0;0;0;0
10007;GB1;0;0;0;0;0
11349;L1;5;0;0;1;0
11353;GB1;0;0;0;0;0
12383;CL;0;0;0;0;0
12825;GB1;0;0;0;0;0
13061;CL;5;0;0;0;0
13509;GB1;21;0;0;5;1
13548;GB1;0;0;0;0;0
13787;GB1;7;0;0;0;0
13806;CL;0;0;0;0;0
13806;GB1;25;6;0;1;0
13806;L1;0;0;0;0;0
13820;CL;0;0;0;0;0
13886;CL;5;0;0;0;0
14183;CL;4;0;1;1;0
14183;GB1;0;0;0;0;0
14831;L1;0;0;0;0;0
14833;CL;3;0;0;0;0
14833;L1;0;0;0;0;0
14915;CL;0;0;0;0;0
15295;L1;29;1;1;6;0
15318;CL;0;0;0;0;0
15391;CL;3;0;0;0;0
15391;GB1;15;1;0;2;0
15405;CL;0;0;0;0;0
15453;CL;0;0;0;0;0
16871;CL;5;0;0;0;0
16980;CL;10;4;1;1;0
16980;GB1;0;0;0;0;0
16980;L1;0;0;0;0;0
17858;L1;0;0;0;0;0
18288;L1;0;0;0;0;0
20105;CL;2;1;0;0;0
21654;GB1;21;4;0;2;0
21654;L1;0;0;0;0;0
22455;CL;5;0;0;0;0
22455;L1;18;3;4;2;0
22829;L1;13;1;1;1;0
23085;GB1;0;0;0;0;0
24039;CL;0;0;0;0;0
24487;CL;0;0;0;0;0
25044;CL;0;0;0;0;0
25274;L1;0;0;0;0;0
25410;L1;13;0;0;1;1
29362;GB1;0;0;0;0;0
29807;CL;2;0;0;0;0
32718;L1;10;0;0;1;0
38807;L1;3;0;0;1;0
40122;L1;0;0;0;0;0
40554;L1;0;0;0;0;0
48461;CL;2;0;0;0;0
57431;CL;1;0;0;0;0
58335;CL;2;0;0;0;0
66508;GB1;1;0;0;0;0
76009;CL;0;0;0;0;0
77010;CL;0;0;0;0;0
77010;L1;0;0;0;0;0
77517;L1;0;0;0;0;0
78761;L1;0;0;0;0;0
79083;CL;1;0;0;0;0
79570;L1;0;0;0;0;0
80122;L1;0;0;0;0;0
81292;L1;30;5;1;7;0
84063;L1;0;0;0;0;0
84619;L1;0;0;0;0;0
84649;L1;0;0;0;0;0
85482;L1;0;0;0;0;0
85575;L1;0;0;0;0;0
87896;L1;0;0;0;0;0
88149;CL;10;2;0;2;0
88150;L1;21;0;4;1;1
92658;L1;1;0;0;0;0
94101;L1;0;0;0;0;0
95034;L1;0;0;0;0;0
