PlayerID;Position
40122;Left Midfield
77517;Defensive Midfield
84063;Left-Back
84063;Sweeper
89230;Second Striker
92267;Attacking Midfield
92267;Second Striker
95458;Central Midfield
95458;Right Winger
97069;Left Winger
97124;Centre-Forward
97305;Defensive Midfield
99708;Centre-Back
99708;Left-Back
99711;Centre-Forward
102501;Central Midfield
117404;Attacking Midfield
117404;Defensive Midfield
117490;Left-Back
118164;Centre-Back
118164;Sweeper
120540;Second Striker
128882;Right Midfield
128987;Centre-Back
128995;Centre-Back
132969;Sweeper
133753;Centre-Forward
135788;Sweeper
135793;Attacking Midfield
135793;Right Midfield
145370;Left-Back
145370;Right-Back
150920;Central Midfield
165411;Right Midfield
165411;Right Winger
166555;Defensive Midfield
166555;Sweeper
169281;Attacking Midfield
169384;Centre-Back
170710;Centre-Back
176295;Left Winger
176327;Centre-Back
176755;Defensive Midfield
176930;Centre-Back
179292;Sweeper
184854;Left Midfield
201881;Sweeper
222641;Left-Back
222810;Defensive Midfield
222878;Right Winger
223088;Centre-Back
223088;Left-Back
223256;Second Striker
226890;Defensive Midfield
227544;Attacking Midfield
227544;Defensive Midfield
237723;Attacking Midfield
237723;Left Winger
243495;Centre-Back
243512;Centre-Back
243964;Right-Back
245248;Defensive Midfield
245309;Centre-Back
245309;Left-Back
245359;Defensive Midfield
251095;Left Midfield
255327;Defensive Midfield
289694;Centre-Forward
289694;Second Striker
295180;Central Midfield
296954;Left Midfield
296954;Right Winger
298900;Central Midfield
298943;Right Winger
298943;Second Striker
299337;Centre-Back
306917;Attacking Midfield
327383;Centre-Back
348183;Defensive Midfield
348183;Right Midfield
405303;Left Winger
409812;Right-Back
410921;Centre-Back
479848;Central Midfield
479848;Defensive Midfield
519640;Centre-Forward
552856;Second Striker
566806;Right Midfield
626135;Left Winger
721525;Right-Back
