PlayerID;Position
116;Left Midfield
116;Left-Back
130;Defensive Midfield
130;Sweeper
171;Centre-Forward
176;Left-Back
205;Centre-Back
214;Left Midfield
214;Right-Back
256;Centre-Back
274;Central Midfield
274;Left Midfield
310;Left Midfield
406;Right Midfield
432;Sweeper
520;Centre-Forward
520;Left Midfield
524;Left Midfield
524;Right Midfield
573;Sweeper
618;Central Midfield
618;Right Midfield
627;Right Winger
627;Right-Back
635;Centre-Forward
635;Defensive Midfield
669;Defensive Midfield
669;Sweeper
866;Left Midfield
866;Right-Back
928;Central Midfield
928;Centre-Back
992;Defensive Midfield
992;Left-Back
1047;Attacking Midfield
1047;Second Striker
1080;Attacking Midfield
1080;Left Winger
1301;Left-Back
1334;Centre-Back
1396;Right Winger
1402;Second Striker
1557;Centre-Forward
1557;Right Winger
1562;Right Midfield
1562;Right-Back
1572;Right-Back
1682;Left Midfield
1682;Right Midfield
2099;Defensive Midfield
2205;Centre-Back
2211;Right Midfield
2374;Centre-Back
2374;Left-Back
2479;Attacking Midfield
2530;Centre-Forward
2530;Second Striker
2649;Centre-Back
2649;Defensive Midfield
2827;Defensive Midfield
2827;Right Midfield
2919;Left-Back
2923;Central Midfield
2923;Left Midfield
2983;Centre-Forward
2983;Defensive Midfield
2986;Attacking Midfield
2986;Left Winger
3061;Right Midfield
3061;Right-Back
3075;Second Striker
3109;Attacking Midfield
3109;Defensive Midfield
3194;Central Midfield
3194;Centre-Back
3211;Centre-Back
3211;Left-Back
3236;Left Winger
3236;Right Winger
3300;Central Midfield
3335;Central Midfield
3376;Central Midfield
3405;Right-Back
3406;Central Midfield
3406;Right Midfield
3418;Centre-Forward
3418;Left Winger
3508;Left Midfield
3524;Second Striker
3557;Right-Back
3606;Left Midfield
3632;Left-Back
3641;Central Midfield
3641;Left Midfield
3668;Left Winger
3699;Right Winger
3699;Second Striker
3813;Right-Back
3823;Centre-Back
3823;Defensive Midfield
3928;Left Winger
3928;Right Winger
3983;Centre-Forward
3983;Left Winger
4086;Central Midfield
4086;Right Midfield
4108;Left Midfield
4108;Right Midfield
4243;Central Midfield
4291;Defensive Midfield
4296;Left-Back
4319;Central Midfield
4319;Centre-Back
4336;Defensive Midfield
4368;Defensive Midfield
4368;Left-Back
4372;Central Midfield
4372;Defensive Midfield
4375;Centre-Back
4378;Right Midfield
4378;Right Winger
4383;Right Winger
4383;Second Striker
4405;Attacking Midfield
4405;Defensive Midfield
4423;Left-Back
4510;Centre-Forward
4510;Second Striker
4533;Left Winger
4533;Right Winger
4570;Attacking Midfield
4570;Defensive Midfield
4614;Defensive Midfield
4763;Left Winger
4763;Right Winger
4792;Defensive Midfield
4792;Right-Back
4896;Centre-Back
4942;Attacking Midfield
4942;Left Midfield
5233;Attacking Midfield
5233;Central Midfield
5344;Central Midfield
5367;Defensive Midfield
5374;Central Midfield
5406;Central Midfield
5592;Left-Back
5592;Right-Back
5656;Central Midfield
5656;Defensive Midfield
5710;Attacking Midfield
5710;Left Midfield
5815;Left Midfield
5832;Centre-Back
5885;Centre-Back
5885;Right Midfield
5894;Left Midfield
5904;Right Winger
5904;Second Striker
5930;Left Winger
5944;Sweeper
5975;Central Midfield
5975;Right Midfield
6062;Right-Back
6091;Left Midfield
6101;Defensive Midfield
6107;Defensive Midfield
6156;Left Midfield
6156;Right-Back
6242;Left-Back
6242;Right-Back
6316;Defensive Midfield
6316;Left-Back
6351;Right Midfield
6395;Left Winger
6395;Right Winger
6403;Centre-Back
6403;Defensive Midfield
6405;Central Midfield
6855;Centre-Forward
6855;Second Striker
6953;Attacking Midfield
6953;Left Winger
6955;Left Midfield
6976;Left-Back
7163;Attacking Midfield
7163;Right Winger
7194;Attacking Midfield
7194;Left Midfield
7204;Right Midfield
7213;Central Midfield
7213;Defensive Midfield
7231;Central Midfield
7276;Central Midfield
7276;Right Midfield
7451;Defensive Midfield
7463;Right-Back
7464;Left-Back
7489;Central Midfield
7489;Centre-Back
7492;Left-Back
7514;Defensive Midfield
7577;Central Midfield
7577;Centre-Back
7600;Attacking Midfield
7600;Left Midfield
7608;Second Striker
7624;Defensive Midfield
7871;Attacking Midfield
7871;Second Striker
8037;Central Midfield
8155;Centre-Forward
8326;Central Midfield
8542;Left Winger
9038;Centre-Back
9194;Defensive Midfield
9194;Right Midfield
9222;Centre-Back
9222;Right-Back
9340;Left-Back
9381;Left Winger
9381;Right Winger
9536;Attacking Midfield
9536;Second Striker
9592;Defensive Midfield
9592;Right-Back
9630;Left Midfield
9630;Left-Back
9644;Defensive Midfield
9696;Right-Back
9707;Attacking Midfield
9707;Left Midfield
9789;Central Midfield
9789;Second Striker
9806;Centre-Forward
9806;Second Striker
9811;Central Midfield
9811;Left Midfield
9821;Central Midfield
9929;Defensive Midfield
10290;Left Midfield
10566;Central Midfield
10566;Defensive Midfield
10682;Centre-Forward
11061;Left Midfield
11061;Right Winger
12147;Right-Back
12225;Attacking Midfield
12225;Left-Back
12233;Defensive Midfield
12368;Left Midfield
12368;Right Winger
12383;Defensive Midfield
12383;Right Midfield
12563;Centre-Forward
12563;Right Winger
12575;Defensive Midfield
12575;Right-Back
12700;Attacking Midfield
12700;Defensive Midfield
12703;Defensive Midfield
12732;Right Midfield
12732;Right-Back
12763;Left Winger
12763;Right Winger
12919;Right Midfield
12946;Left Midfield
12946;Left Winger
13061;Centre-Back
13509;Defensive Midfield
13543;Centre-Forward
13543;Left Winger
13557;Centre-Back
13557;Right Midfield
13574;Left Midfield
13656;Central Midfield
13656;Right Midfield
13820;Left Midfield
13902;Left Winger
13902;Right Winger
13904;Defensive Midfield
13904;Left-Back
13946;Right Winger
13946;Second Striker
13993;Centre-Back
14034;Central Midfield
14034;Defensive Midfield
14048;Defensive Midfield
14063;Left-Back
14110;Centre-Forward
14110;Defensive Midfield
14167;Defensive Midfield
14183;Attacking Midfield
14183;Defensive Midfield
14510;Centre-Back
14833;Right-Back
14879;Left Winger
14879;Right Winger
15004;Attacking Midfield
15004;Right Winger
15039;Left Midfield
15089;Attacking Midfield
15146;Central Midfield
15162;Left Winger
15162;Right Midfield
15323;Right Winger
15391;Central Midfield
15391;Left Midfield
15453;Left-Back
15453;Right Midfield
15643;Central Midfield
15643;Centre-Back
15763;Central Midfield
15763;Left Midfield
15928;Left Winger
15928;Right Winger
16010;Centre-Forward
16071;Right-Back
16520;Defensive Midfield
16610;Centre-Back
16649;Centre-Forward
16649;Left Winger
16871;Central Midfield
16871;Left Midfield
16920;Centre-Back
16920;Left Winger
17039;Left-Back
17046;Right-Back
17186;Right-Back
17191;Central Midfield
17191;Centre-Back
17228;Central Midfield
17228;Left-Back
17295;Left Midfield
17295;Right Midfield
17350;Centre-Back
17432;Centre-Back
17432;Left Midfield
17644;Centre-Back
17851;Centre-Back
17851;Defensive Midfield
17858;Centre-Forward
17892;Centre-Forward
17892;Second Striker
17999;Left Midfield
18288;Centre-Back
19071;Central Midfield
19071;Centre-Back
19183;Left Midfield
19200;Right-Back
19228;Left Winger
19228;Right Winger
19445;Defensive Midfield
19448;Attacking Midfield
19448;Central Midfield
19457;Attacking Midfield
19457;Right Midfield
19708;Left Winger
19708;Second Striker
19717;Central Midfield
19717;Centre-Back
19819;Attacking Midfield
19819;Centre-Forward
20551;Centre-Back
20551;Left-Back
20586;Left Midfield
20586;Left-Back
20709;Left-Back
21099;Central Midfield
21099;Centre-Back
21149;Left Winger
21149;Right Winger
21279;Left-Back
21354;Attacking Midfield
21354;Left Midfield
21749;Central Midfield
21749;Right Midfield
21765;Attacking Midfield
21765;Left Winger
21882;Left-Back
22053;Central Midfield
22087;Right Winger
22147;Centre-Back
22180;Left Midfield
22180;Right Midfield
22231;Defensive Midfield
22237;Central Midfield
22237;Right Midfield
22281;Left-Back
22307;Left Winger
22455;Left Winger
22455;Second Striker
22591;Right Midfield
22645;Right-Back
22687;Central Midfield
22698;Attacking Midfield
22698;Defensive Midfield
22802;Centre-Back
22802;Left Midfield
22805;Central Midfield
22805;Centre-Back
22841;Left-Back
22841;Right-Back
23579;Right-Back
23961;Attacking Midfield
23981;Left Winger
24039;Defensive Midfield
24049;Attacking Midfield
24049;Left Midfield
24054;Central Midfield
24054;Right-Back
24150;Right-Back
24185;Right Midfield
24211;Attacking Midfield
24211;Left Winger
24312;Central Midfield
24379;Central Midfield
24379;Defensive Midfield
24525;Left-Back
24525;Right-Back
24670;Centre-Back
24670;Left Midfield
24719;Sweeper
24868;Left Winger
24951;Central Midfield
25021;Left-Back
25021;Right-Back
25044;Left Midfield
25124;Left Winger
25147;Central Midfield
25249;Left Midfield
25249;Right Midfield
25274;Defensive Midfield
25274;Right-Back
25383;Attacking Midfield
25383;Second Striker
25453;Left Midfield
25472;Defensive Midfield
25472;Left-Back
25772;Defensive Midfield
25819;Central Midfield
25944;Defensive Midfield
26112;Centre-Back
26118;Defensive Midfield
26118;Right-Back
26183;Left-Back
