PlayerID;CompetitionID;Games;Goals;Assists;YellowCards;RedCards
116;CL;0;0;0;0;0
116;L1;0;0;0;0;0
130;CL;0;0;0;0;0
130;L1;0;0;0;0;0
166;L1;0;0;0;0;0
171;L1;0;0;0;0;0
176;L1;0;0;0;0;0
178;L1;0;0;0;0;0
185;L1;0;0;0;0;0
205;CL;1;0;0;0;0
205;GB1;0;0;0;0;0
205;L1;0;0;0;0;0
214;CL;0;0;0;0;0
214;L1;0;0;0;0;0
233;L1;0;0;0;0;0
256;L1;0;0;0;0;0
274;CL;0;0;0;0;0
274;L1;0;0;0;0;0
310;CL;5;0;0;1;0
310;L1;0;0;0;0;0
361;CL;0;0;0;0;0
361;L1;0;0;0;0;0
406;L1;0;0;0;0;0
432;L1;0;0;0;0;0
445;L1;0;0;0;0;0
455;L1;0;0;0;0;0
462;L1;0;0;0;0;0
501;L1;0;0;0;0;0
520;CL;10;4;0;1;0
520;L1;0;0;0;0;0
524;L1;0;0;0;0;0
555;CL;0;0;0;0;0
555;L1;0;0;0;0;0
573;CL;2;0;0;0;0
573;GB1;4;0;0;1;0
573;L1;0;0;0;0;0
618;CL;0;0;0;0;0
618;GB1;1;0;0;0;0
618;L1;0;0;0;0;0
627;CL;7;0;1;3;0
627;L1;0;0;0;0;0
635;L1;0;0;0;0;0
669;GB1;0;0;0;0;0
669;L1;0;0;0;0;0
678;CL;4;1;0;0;0
678;L1;0;0;0;0;0
690;CL;0;0;0;0;0
690;GB1;0;0;0;0;0
690;L1;0;0;0;0;0
710;CL;7;1;1;1;0
710;GB1;0;0;0;0;0
710;L1;0;0;0;0;0
727;L1;0;0;0;0;0
758;L1;28;8;6;4;1
992;L1;0;0;0;0;0
1080;CL;0;0;0;0;0
1080;L1;0;0;0;0;0
1082;CL;4;0;0;0;0
1082;L1;0;0;0;0;0
1088;L1;0;0;0;0;0
1139;L1;0;0;0;0;0
1301;L1;13;0;0;2;0
1318;L1;0;0;0;0;0
1331;CL;0;0;0;0;0
1331;L1;0;0;0;0;0
1334;L1;0;0;0;0;0
1370;L1;13;1;0;0;0
1396;CL;0;0;0;0;0
1396;L1;0;0;0;0;0
1399;CL;6;0;0;1;0
1402;CL;2;0;0;0;1
1402;L1;0;0;0;0;0
1538;CL;2;0;0;1;0
1538;L1;0;0;0;0;0
1557;CL;2;0;0;0;0
1557;L1;0;0;0;0;0
1562;L1;0;0;0;0;0
1572;L1;0;0;0;0;0
1682;L1;0;0;0;0;0
2099;L1;18;0;0;4;0
2211;L1;8;0;0;2;0
2374;CL;0;0;0;0;0
2374;L1;0;0;0;0;0
2530;L1;0;0;0;0;0
2649;L1;0;0;0;0;0
2703;L1;0;0;0;0;0
2919;CL;4;0;0;0;0
2923;CL;0;0;0;0;0
2923;L1;0;0;0;0;0
2959;CL;0;0;0;0;0
2986;L1;0;0;0;0;0
2990;L1;0;0;0;0;0
2999;GB1;15;0;0;0;0
3056;CL;0;0;0;0;0
3089;GB1;0;0;0;0;0
3101;CL;0;0;0;0;0
3101;GB1;0;0;0;0;0
3109;CL;0;0;0;0;0
3109;GB1;0;0;0;0;0
3175;CL;7;1;2;1;0
3175;GB1;0;0;0;0;0
3194;CL;0;0;0;0;0
3194;GB1;0;0;0;0;0
3211;CL;0;0;0;0;0
3211;GB1;0;0;0;0;0
3211;L1;5;0;0;0;0
3236;GB1;0;0;0;0;0
3247;GB1;0;0;0;0;0
3267;CL;5;3;1;0;0
3267;GB1;0;0;0;0;0
3267;L1;23;4;1;3;1
3299;GB1;0;0;0;0;0
3300;CL;0;0;0;0;0
3300;GB1;33;3;1;3;0
3335;CL;0;0;0;0;0
3335;GB1;9;0;0;0;0
3359;CL;0;0;0;0;0
3359;GB1;0;0;0;0;0
3376;CL;1;0;0;0;0
3387;CL;1;0;0;0;0
3405;CL;0;0;0;0;0
3405;GB1;0;0;0;0;0
3406;CL;0;0;0;0;0
3406;GB1;0;0;0;0;0
3418;CL;0;0;0;0;0
3504;CL;5;0;1;1;0
3504;GB1;0;0;0;0;0
3504;L1;21;1;1;6;0
3508;CL;0;0;0;0;0
3524;CL;0;0;0;0;0
3535;CL;0;0;0;0;0
3535;GB1;0;0;0;0;0
3545;CL;1;0;0;0;0
3545;GB1;1;0;0;0;0
3557;CL;0;0;0;0;0
3557;GB1;0;0;0;0;0
3561;GB1;3;0;0;0;0
3571;CL;0;0;0;0;0
3571;GB1;0;0;0;0;0
3606;CL;0;0;0;0;0
3608;GB1;0;0;0;0;0
3608;L1;0;0;0;0;0
3640;GB1;0;0;0;0;0
3641;GB1;0;0;0;0;0
3655;GB1;0;0;0;0;0
3668;GB1;4;0;0;0;0
3699;GB1;0;0;0;0;0
3722;GB1;0;0;0;0;0
3738;GB1;0;0;0;0;0
3787;GB1;0;0;0;0;0
3813;CL;0;0;0;0;0
3813;GB1;12;0;0;0;0
3823;CL;0;0;0;0;0
3823;GB1;0;0;0;0;0
3868;GB1;0;0;0;0;0
3911;CL;9;0;0;1;0
3911;GB1;16;0;0;0;0
3928;GB1;0;0;0;0;0
3969;L1;0;0;0;0;0
4015;CL;0;0;0;0;0
4015;GB1;0;0;0;0;0
4076;GB1;0;0;0;0;0
4086;GB1;0;0;0;0;0
4108;GB1;0;0;0;0;0
4142;CL;6;0;0;0;0
4243;GB1;0;0;0;0;0
4250;GB1;0;0;0;0;0
4268;GB1;3;0;0;0;0
4291;CL;0;0;0;0;0
4291;GB1;0;0;0;0;0
4319;CL;0;0;0;0;0
4319;L1;0;0;0;0;0
4336;CL;0;0;0;0;0
4340;CL;0;0;0;0;0
4357;CL;0;0;0;0;0
4357;L1;0;0;0;0;0
4358;CL;0;0;0;0;0
4358;GB1;25;4;0;3;0
4368;CL;0;0;0;0;0
4371;CL;0;0;0;0;0
4372;CL;0;0;0;0;0
4372;L1;24;1;0;3;0
4375;CL;0;0;0;0;0
4375;GB1;0;0;0;0;0
4378;CL;1;0;0;0;0
4383;CL;0;0;0;0;0
4383;GB1;0;0;0;0;0
4405;CL;0;0;0;0;0
4409;CL;6;0;0;1;0
4409;L1;0;0;0;0;0
4556;CL;1;0;0;0;0
4570;CL;0;0;0;0;0
4570;GB1;0;0;0;0;0
4574;CL;6;0;0;2;0
4729;L1;15;1;1;1;0
4915;CL;2;0;0;0;0
4923;CL;1;0;0;0;0
5180;L1;2;0;0;0;0
5229;CL;5;0;2;2;0
5229;GB1;12;0;0;1;0
5344;CL;0;0;0;0;0
5359;CL;4;1;2;0;0
5367;L1;16;0;2;4;0
5372;CL;0;0;0;0;0
5406;CL;0;0;0;0;0
5481;CL;0;0;0;0;0
5559;CL;3;0;0;0;0
5592;CL;0;0;0;0;0
5638;CL;0;0;0;0;0
5656;CL;5;0;0;0;0
5656;GB1;12;0;1;0;0
5754;CL;0;0;0;0;0
5815;CL;4;0;0;0;0
5815;GB1;9;0;0;0;0
5832;CL;0;0;0;0;0
5840;CL;3;0;0;1;0
5878;CL;0;0;0;0;0
5904;CL;0;0;0;0;0
5944;CL;0;0;0;0;0
5961;CL;0;0;0;0;0
5975;CL;0;0;0;0;0
6062;CL;6;1;0;2;0
6091;CL;0;0;0;0;0
6101;CL;1;0;0;0;0
6107;CL;4;0;0;0;0
6107;GB1;0;0;0;0;0
6156;CL;0;0;0;0;0
6156;GB1;0;0;0;0;0
6156;L1;18;0;1;1;1
6161;L1;0;0;0;0;0
6242;CL;0;0;0;0;0
6316;CL;6;0;0;2;0
6452;L1;0;0;0;0;0
6453;L1;28;2;4;5;0
6778;GB1;0;0;0;0;0
6855;CL;0;0;0;0;0
6855;GB1;0;0;0;0;0
6953;CL;0;0;0;0;0
6976;GB1;3;0;0;0;0
7162;CL;2;0;0;0;0
7451;CL;0;0;0;0;0
7451;GB1;0;0;0;0;0
7463;CL;0;0;0;0;0
7463;GB1;0;0;0;0;0
7464;CL;6;0;0;1;0
7489;CL;0;0;0;0;0
7492;CL;0;0;0;0;0
7504;CL;0;0;0;0;0
7504;GB1;14;3;1;0;0
7514;CL;0;0;0;0;0
7519;CL;0;0;0;0;0
7519;L1;3;0;0;0;0
7535;CL;0;0;0;0;0
7539;CL;0;0;0;0;0
7559;CL;2;0;0;0;0
7577;CL;4;0;0;0;0
7600;CL;0;0;0;0;0
7608;CL;0;0;0;0;0
7767;CL;0;0;0;0;0
7767;GB1;0;0;0;0;0
7821;CL;1;0;0;0;0
7832;CL;7;0;0;1;0
7871;CL;4;0;0;0;0
7978;CL;0;0;0;0;0
8015;CL;3;0;0;0;0
8037;CL;0;0;0;0;0
8058;CL;2;0;0;0;0
8058;GB1;0;0;0;0;0
8189;CL;2;0;0;0;0
8326;CL;2;0;0;0;0
8542;CL;0;0;0;0;0
8542;GB1;0;0;0;0;0
9233;L1;6;0;0;0;0
9340;L1;0;0;0;0;0
9536;CL;0;0;0;0;0
9592;CL;0;0;0;0;0
9630;CL;0;0;0;0;0
9644;CL;0;0;0;0;0
9696;CL;0;0;0;0;0
9707;CL;3;0;0;0;0
9754;CL;0;0;0;0;0
9789;CL;0;0;0;0;0
9806;CL;3;0;0;1;0
9811;CL;0;0;0;0;0
9811;GB1;0;0;0;0;0
9821;CL;0;0;0;0;0
9821;GB1;0;0;0;0;0
9855;CL;0;0;0;0;0
9864;CL;0;0;0;0;0
9984;GB1;0;0;0;0;0
10003;GB1;37;2;2;1;1
10007;GB1;0;0;0;0;0
10290;CL;5;0;0;0;0
10294;CL;1;0;0;0;0
10566;L1;0;0;0;0;0
11349;CL;0;0;0;0;0
11349;L1;5;0;0;1;0
11353;GB1;0;0;0;0;0
11689;GB1;27;0;0;0;0
12147;CL;1;0;0;1;0
12368;CL;0;0;0;0;0
12383;CL;0;0;0;0;0
12517;CL;0;0;0;0;0
12517;GB1;11;0;0;0;0
12563;CL;0;0;0;0;0
12700;CL;6;0;0;0;0
12703;CL;0;0;0;0;0
12726;GB1;0;0;0;0;0
12763;CL;0;0;0;0;0
12763;GB1;0;0;0;0;0
12825;GB1;0;0;0;0;0
13061;CL;5;0;0;0;0
13061;GB1;10;0;0;0;0
13245;GB1;0;0;0;0;0
13350;GB1;0;0;0;0;0
13409;GB1;0;0;0;1;0
13509;GB1;0;0;0;0;0
13515;GB1;31;5;0;0;0
13543;GB1;0;0;0;0;0
13548;GB1;0;0;0;0;0
13640;GB1;0;0;0;0;0
13787;GB1;0;0;0;0;0
13806;CL;0;0;0;0;0
13806;GB1;0;0;0;0;0
13806;L1;0;0;0;0;0
13820;CL;0;0;0;0;0
13886;CL;0;0;0;0;0
13886;GB1;0;0;0;0;0
13904;CL;2;0;0;1;0
13969;CL;12;3;0;1;0
13993;GB1;7;0;0;0;0
14006;GB1;0;0;0;0;0
14063;GB1;0;0;0;0;0
14110;CL;0;0;0;0;0
14183;CL;4;0;1;1;0
14183;GB1;0;0;0;0;0
14387;GB1;18;3;0;5;0
14510;CL;5;1;0;1;0
14831;L1;0;0;0;0;0
14833;CL;3;0;0;0;0
14833;L1;0;0;0;0;0
14879;CL;4;0;0;1;0
14915;CL;0;0;0;0;0
15004;CL;0;0;0;0;0
15039;L1;0;0;0;0;0
15295;L1;0;0;0;0;0
15318;CL;0;0;0;0;0
15323;CL;0;0;0;0;0
15323;L1;0;0;0;0;0
15391;CL;3;0;0;0;0
15391;GB1;15;1;0;2;0
15405;CL;0;0;0;0;0
15453;CL;0;0;0;0;0
15643;CL;6;2;0;0;0
15763;CL;0;0;0;0;0
15928;GB1;9;0;0;0;0
15930;CL;0;0;0;0;0
15930;GB1;0;0;0;0;0
16010;CL;3;0;1;0;0
16520;L1;0;0;0;0;0
16649;CL;0;0;0;0;0
16649;L1;0;0;0;0;0
16726;CL;8;0;0;0;0
16726;L1;0;0;0;0;0
16768;CL;0;0;0;0;0
16871;CL;0;0;0;0;0
16980;CL;10;4;1;1;0
16980;GB1;0;0;0;0;0
16980;L1;0;0;0;0;0
17228;CL;2;0;0;0;0
17233;CL;0;0;0;0;0
17259;CL;0;0;0;0;0
17259;L1;0;0;0;0;0
17350;CL;0;0;0;0;0
17350;GB1;0;0;0;0;0
17432;GB1;0;0;0;0;0
17644;L1;29;2;0;2;0
17689;L1;0;0;0;0;0
17858;L1;0;0;0;0;0
18240;GB1;0;0;0;0;0
18288;L1;0;0;0;0;0
18539;CL;0;0;0;0;0
18914;CL;2;0;0;0;0
19228;CL;1;0;0;0;0
19450;CL;0;0;0;0;0
19819;CL;2;0;0;0;0
19819;L1;0;0;0;0;0
20105;CL;2;1;0;0;0
20551;CL;0;0;0;0;0
20551;L1;0;0;0;0;0
20586;CL;0;0;0;0;0
20586;GB1;13;1;0;1;0
20828;CL;5;0;0;0;0
20975;GB1;0;0;0;0;0
21175;CL;0;0;0;0;0
21175;L1;0;0;0;0;0
21354;CL;0;0;0;0;0
21354;GB1;0;0;0;0;0
21654;GB1;0;0;0;0;0
21654;L1;0;0;0;0;0
22231;CL;0;0;0;0;0
22231;GB1;2;0;0;0;0
22455;CL;5;0;0;0;0
22455;L1;18;3;4;2;0
22645;CL;0;0;0;0;0
22645;GB1;0;0;0;0;0
22829;L1;13;1;1;1;0
23085;GB1;0;0;0;0;0
23218;CL;2;0;0;1;0
23218;GB1;0;0;0;0;0
24039;CL;0;0;0;0;0
24049;CL;0;0;0;0;0
24205;CL;0;0;0;0;0
24211;CL;4;4;0;0;0
24487;CL;0;0;0;0;0
24658;CL;5;1;0;1;0
24951;CL;3;0;0;0;0
25021;CL;0;0;0;0;0
25044;CL;0;0;0;0;0
25070;L1;1;0;0;0;0
25274;L1;0;0;0;0;0
25383;GB1;0;0;0;0;0
25410;L1;13;0;0;1;1
25772;CL;0;0;0;0;0
25820;CL;0;0;0;0;0
26183;GB1;0;0;0;0;0
26497;CL;0;0;0;0;0
26499;CL;4;0;0;1;0
26876;CL;1;0;0;0;0
27036;GB1;0;0;0;0;0
27677;CL;0;0;0;0;0
28807;GB1;0;0;0;0;0
28987;CL;5;0;0;0;0
29035;CL;0;0;0;0;0
29213;GB1;14;0;0;1;0
29362;GB1;0;0;0;0;0
29545;CL;3;1;0;0;0
29680;CL;1;0;0;0;0
29807;CL;2;0;0;0;0
30379;GB1;0;0;0;0;0
30593;GB1;3;0;0;0;0
30593;L1;0;0;0;0;0
31350;CL;2;0;0;0;0
31446;L1;0;0;0;0;0
31649;L1;14;1;0;1;0
32182;CL;3;0;0;0;0
32199;L1;0;0;0;0;0
32718;L1;10;0;0;1;0
32818;L1;0;0;0;0;0
33195;GB1;0;0;0;0;0
33357;CL;0;0;0;0;0
33473;CL;0;0;0;0;0
33872;CL;2;0;0;1;0
33952;GB1;0;0;0;0;0
33952;L1;0;0;0;0;0
34226;CL;0;0;0;0;0
34400;CL;0;0;0;0;0
34400;GB1;4;0;0;0;0
34428;CL;2;0;0;0;0
34429;CL;5;0;0;2;0
34515;GB1;14;0;0;0;1
34787;L1;0;0;0;0;0
35079;CL;3;2;0;0;0
35099;GB1;0;0;0;0;0
35217;CL;4;0;0;0;0
35245;CL;6;3;0;1;0
35275;CL;4;0;0;0;0
35506;L1;1;0;0;0;0
36359;CL;1;0;0;1;0
36442;CL;6;1;0;0;0
36785;CL;0;0;0;0;0
36861;GB1;0;0;0;0;0
37127;GB1;0;0;0;0;0
37293;CL;6;0;0;2;0
37428;CL;0;0;0;0;0
37434;CL;6;0;0;0;0
37526;GB1;0;0;0;0;0
37713;GB1;12;1;0;1;0
37831;L1;0;0;0;0;0
37917;GB1;0;0;0;0;0
37957;GB1;0;0;0;0;0
37977;L1;0;0;0;0;0
38089;GB1;2;0;0;0;0
38163;CL;0;0;0;0;0
38807;L1;3;0;0;1;0
38874;GB1;0;0;0;0;0
38998;CL;0;0;0;0;0
39306;L1;0;0;0;0;0
