PlayerID;ClubID;Since
116;82;1995-07-01
130;16;1992-07-01
171;42;1998-07-01
176;279;1998-07-01
178;101;1998-07-01
185;708;1995-07-01
205;272;1997-01-01
214;27;1998-07-01
233;30;1995-07-01
256;25;1998-07-01
274;33;1993-07-01
310;41;1996-01-01
331;24;1998-07-01
361;2;1994-07-01
406;60;1998-07-01
432;4;1998-07-01
445;3;1997-07-01
455;24;1998-07-01
462;116;1997-07-01
520;86;1989-07-01
524;86;1998-07-01
555;60;1997-07-01
573;72;1998-01-01
618;80;1997-07-01
635;60;1998-07-01
669;82;1998-07-01
678;2;1992-07-01
690;35;1997-07-01
710;15;1996-07-01
727;299;1998-07-01
758;129;1998-07-01
840;65;1996-07-01
924;1;1995-07-01
976;127;1998-07-01
1088;25;1995-07-01
1158;504;1997-07-01
1219;101;1995-07-01
1226;21;1994-07-01
1291;89;1998-07-01
1451;301;1997-07-01
1538;60;1997-07-01
1557;62;1994-07-01
1758;66;1997-07-01
1847;97;1996-07-01
2099;25;1996-07-01
2211;10848;1997-07-01
2491;328;1995-07-01
2919;168;1996-08-01
2922;170;1998-07-01
2959;195;1997-01-01
2964;409;1997-07-30
3056;122;1989-07-01
3089;260;1998-07-01
3101;124;1997-07-01
3109;31;1998-08-01
3175;399;1997-07-01
3211;383;1998-07-01
3236;405;1998-07-01
3247;405;1991-07-12
3267;1118;1998-06-30
3299;337;1993-12-01
3300;40;1998-07-01
3335;677;1996-07-01
3376;36;1995-07-01
3387;61;1998-07-01
3405;985;1996-07-01
3406;985;1991-07-01
3418;1049;1996-07-01
3504;114;1993-07-01
3508;5;1998-06-30
3524;583;1997-07-01
3557;985;1998-07-01
3571;398;1997-07-01
3608;1003;1996-08-17
3641;148;1997-07-01
3699;379;1998-07-01
3738;289;1998-07-01
3787;349;1998-11-25
3813;124;1998-01-01
3823;985;1997-07-01
3911;897;1996-07-01
4000;543;1998-07-01
4243;164;1998-07-01
4244;985;1997-07-01
4250;379;1997-07-01
4319;403;1996-07-01
4336;2282;1995-07-01
4340;383;1994-06-30
4358;669;1998-07-01
4368;234;1998-06-30
4372;234;1998-07-01
4375;131;1997-07-01
4409;496;1994-07-04
4423;2282;1994-07-01
4556;234;1997-07-01
4570;610;1995-07-01
4574;403;1998-07-01
4578;984;1998-02-01
4729;30;1991-07-01
4819;321;1995-07-01
4915;321;1997-01-01
4925;434;1997-07-01
4943;306;1990-07-01
4971;170;1992-07-01
5180;57;1993-01-01
5372;1049;1998-07-01
5447;40;1997-07-01
5481;826;1985-07-01
5535;416;1996-07-01
5540;417;1998-07-01
5546;417;1998-07-01
5559;618;1993-07-01
5592;290;1997-07-01
5754;46;1995-07-01
5815;5;1997-07-23
5832;398;1992-07-01
5840;1038;1995-07-01
5930;46;1993-07-01
5944;350;1997-07-01
5961;12;1996-01-01
5975;410;1997-07-01
6010;12;1997-01-01
6161;455;1998-07-01
6242;336;1998-06-30
6381;52;1986-07-01
6453;72;1993-07-01
6605;1;1997-01-01
6778;991;1993-07-01
6781;430;1998-06-30
6939;995;1998-01-01
7204;449;1998-06-30
7231;141;1993-08-09
7463;31;1996-07-01
7464;681;1997-07-01
7489;897;1993-07-01
7492;897;1998-07-01
7514;12;1997-07-01
7539;244;1998-07-01
7559;1084;1998-07-01
7577;1084;1998-07-01
7608;237;1998-07-01
7702;150;1995-07-01
8015;131;1996-07-01
8037;398;1998-07-01
8058;641;1998-07-01
8542;5;1995-07-01
9147;89;1996-07-01
9194;89;1998-09-17
9233;39;1996-01-01
9536;1049;1997-12-30
9758;91;1987-07-01
9821;265;1995-07-01
9864;208;1995-04-01
9984;1053;1997-01-01
10007;641;1991-07-01
10682;82;1993-01-01
11349;511;1996-01-01
11353;641;1991-08-01
11689;2553;1995-07-01
12368;2961;1998-07-01
12383;195;1993-12-01
12726;1027;1998-07-01
12727;603;1994-07-01
12732;2553;1998-07-01
12825;1110;1994-07-01
12886;62;1996-07-01
13008;1184;1998-07-01
13061;204;1996-07-01
13245;677;1998-07-01
13379;1073;1995-07-01
13409;1035;1998-07-01
13469;683;1996-06-30
13509;281;1997-04-01
13536;931;1997-10-01
13548;164;1998-07-01
13710;352;1997-09-01
13787;703;1998-07-01
13806;31;1997-07-31
13820;720;1992-07-01
13886;720;1996-07-01
13908;1096;1997-07-01
13969;504;1998-07-01
14063;1010;1996-07-01
14183;762;1992-07-01
14384;294;1995-07-01
14387;399;1998-07-01
14509;1011;1995-01-01
14510;2503;1992-07-01
14831;10;1996-07-01
14833;10;1996-07-01
14861;234;1997-07-01
14862;1096;1991-07-01
14915;383;1997-07-01
15089;1186;1995-01-01
15162;1090;1998-07-01
15295;33;1997-07-01
15318;1043;1995-01-01
15323;419;1997-07-01
15391;355;1996-07-01
15405;1043;1998-07-01
15643;687;1993-01-01
15675;62;1998-12-31
15852;2698;1997-01-01
15856;1043;1997-01-01
15927;991;1996-07-01
16010;715;1992-07-01
16071;141;1995-06-30
16342;170;1996-01-01
16871;1038;1998-07-01
16980;148;1998-01-01
17107;964;1997-07-01
17467;2441;1998-07-01
17690;162;1998-07-01
17858;85;1998-07-01
18284;43;1998-07-01
18288;4;1987-07-01
19441;276;1997-07-01
20105;116;1998-07-01
20828;952;1996-01-01
21149;506;1994-07-01
21231;800;1998-07-01
21654;41;1998-10-16
21913;12;1997-07-01
22087;430;1996-07-01
22180;443;1993-07-01
22244;800;1998-07-01
22256;148;1989-07-01
22409;1084;1998-07-01
22455;16;1995-08-01
22591;511;1996-08-01
22829;190;1997-01-31
22841;369;1998-07-01
22918;369;1994-07-01
23085;31;1998-06-30
23764;362;1996-07-01
23961;187;1998-07-01
24039;338;1994-07-01
24054;660;1996-07-01
24278;790;1998-01-01
24487;2410;1997-04-01
24494;318;1996-07-01
24581;6065;1996-07-01
24658;216;1997-07-01
25021;10690;1996-01-01
25044;232;1993-01-01
25226;1044;1998-01-01
25274;8;1997-07-01
25410;101;1991-07-01
25453;354;1998-07-01
25772;419;1996-07-01
26080;448;1996-07-01
26499;2418;1997-07-01
27677;1041;1995-07-01
27720;395;1991-01-18
28398;282;1995-07-01
29362;355;1998-02-01
29470;667;1998-01-07
29513;428;1992-01-01
29515;1897;1997-01-01
29518;62;1997-07-01
29527;422;1996-08-01
29713;428;1991-07-01
29807;119;1998-07-01
31373;826;1991-07-01
32202;383;1993-07-01
32718;447;1981-07-01
34619;7609;1998-07-01
34649;156;1998-07-01
36442;1044;1997-01-01
37434;206;1993-07-01
38807;239;1996-01-01
38815;294;1996-12-31
40122;24;1989-07-01
40554;39;1997-07-01
42064;358;1998-07-01
46470;2503;1997-07-01
46856;669;1996-07-01
47161;2573;1998-07-01
48039;676;1996-01-31
48077;379;1998-07-01
48461;790;1996-07-01
48628;1110;1994-07-01
48749;2418;1993-07-01
48796;413;1995-07-01
52887;413;1998-07-01
57307;398;1954-06-30
57373;667;1994-07-01
57431;602;1991-07-01
58335;119;1998-01-01
60398;6983;1996-07-01
66508;180;1997-07-01
76009;14;1986-07-01
77010;16;1993-01-01
77517;92;1986-01-01
78249;14;1983-07-01
78761;42;1992-07-01
78792;10;1988-07-01
79083;88;1995-07-01
79570;48;1991-07-01
80024;681;1994-07-01
80122;10;1970-07-01
81292;48;1997-07-01
81625;39;1986-07-01
84063;127;1988-07-01
84619;79;1980-07-01
84649;377;1997-01-01
84850;9026;1995-01-01
85482;41;1987-11-01
85575;2149;1983-07-01
87087;1839;1997-11-11
87896;56;1997-07-01
88149;2410;1995-07-01
88150;6195;1998-07-01
88507;395;1994-07-01
88569;417;1997-07-01
89230;294;1960-07-01
91068;1257;1995-07-01
91622;826;1995-07-01
92220;36;1986-07-01
92267;36;1972-07-01
92305;17629;1994-07-01
92461;660;1997-07-01
92658;41;1995-07-01
93311;631;1995-08-01
94101;41;1969-07-01
95034;413;1982-07-01
95040;71;1987-01-01
95051;33;1987-07-01
95420;27;1976-07-01
95458;27;1970-07-01
96022;3;1948-07-01
96069;25;1997-07-01
96181;3;1969-07-01
96554;16;1964-07-01
96640;92;1986-10-01
96641;85;1998-07-01
97069;625;1975-07-01
97124;71;1973-07-01
97245;105;1990-08-01
97250;1041;1998-07-01
97305;1096;1981-07-01
97331;443;1977-07-01
97388;18;1957-07-01
97490;2055;1980-01-01
97609;44;1976-09-01
99708;24;1966-07-01
99711;24;1963-07-01
99945;312;1998-07-01
100083;21;1998-07-01
100549;2444;1974-07-01
100609;459;1995-07-01
100670;443;1985-01-01
100919;39;1985-07-01
101037;338;1990-01-01
101056;39;1978-07-01
101120;290;1984-07-01
101136;1519;1997-07-01
101169;129;1976-12-01
101325;180;1997-09-01
101432;60;1977-07-01
101570;131;1994-07-01
101752;354;1993-07-01
102024;312;1998-01-01
102291;265;1994-07-01
102299;2441;1988-07-01
102498;641;1997-09-01
102501;31;1979-09-19
102506;399;1996-07-01
102530;1025;1996-07-01
102583;583;1993-07-01
102614;1038;1998-02-01
102615;897;1996-07-01
102755;36;1995-07-01
103756;2503;1984-07-01
103807;419;1992-06-30
