TrainerID;ClubID;Since
17255;368;1972-07-01
17481;990;1967-07-01
17596;279;1973-01-01
17612;897;1971-01-01
17742;31;1959-12-14
17744;31;1974-07-26
17945;129;1969-07-01
17946;129;1966-06-01
17947;129;1953-07-01
17948;129;1968-03-17
17950;129;1957-01-01
18161;4040;1971-07-01
18169;197;1963-07-01
18170;336;1974-07-01
18173;634;1968-01-01
18216;79;1974-12-02
18624;1;1973-07-01
18755;21951;1967-07-01
19007;65;1930-08-31
19008;468;1915-01-01
19185;12;1973-11-26
19449;2784;1972-07-01
19450;265;1959-07-01
19451;2441;1965-07-01
19495;265;1970-07-01
19524;430;1974-07-01
19532;1053;1967-07-01
19548;399;1974-07-30
19549;1237;1974-07-20
19591;105;1970-10-16
19593;5608;1972-07-01
19683;2410;1963-01-01
19786;10848;1970-07-01
19800;89;1966-01-20
19989;85;1970-05-01
20071;91;1954-07-01
20185;1390;1967-07-01
20189;170;1955-07-01
20239;39;1974-10-15
20307;85;1973-10-01
20311;328;1973-07-01
20342;39;1955-01-01
20700;89;1969-07-01
20701;89;1972-01-01
20703;89;1970-01-01
20705;222;1965-07-01
20757;25;1971-01-01
20760;94;1971-07-23
20811;1390;1974-12-09
20977;677;1955-08-01
21256;676;1974-04-17
21258;170;1968-10-05
21260;14;1945-04-01
21261;720;1974-01-01
21264;72;1951-07-01
21265;676;1968-05-01
21307;399;1974-10-04
21318;101;1971-07-01
21647;610;1953-07-01
21648;1096;1961-07-01
21649;157;1942-07-01
21659;14;1912-07-01
21712;306;1936-07-01
21715;610;1962-07-01
21716;610;1940-07-01
21719;610;1925-07-01
21720;610;1963-07-01
21723;610;1942-07-01
21724;610;1941-07-01
21728;610;1945-11-01
21738;610;1947-10-11
21775;383;1957-07-01
21804;2784;1969-07-01
21805;405;1936-11-01
21806;141;1924-07-01
21808;403;1967-07-01
22113;170;1972-04-01
22298;618;1972-07-01
22310;92;1969-01-01
22483;5378;1974-07-01
22631;312;1964-07-01
22633;301;1970-07-01
22634;301;1961-07-01
22636;301;1964-07-01
22638;1007;1971-07-01
22639;301;1973-03-01
22641;312;1970-07-01
22642;301;1971-08-01
22644;301;1974-03-03
22837;759;1972-01-01
22903;6066;1974-11-01
22907;448;1974-07-01
22946;2441;1968-07-01
22993;294;1973-09-24
23020;338;1948-07-27
23021;62;1973-01-01
23026;663;1974-08-01
23092;663;1971-01-01
23126;730;1974-01-01
23217;669;1971-01-01
23298;1118;1971-01-01
23414;42;1947-07-01
23424;234;1973-07-01
23425;413;1970-07-01
23426;116;1972-07-01
23427;8689;1968-07-01
23428;122;1966-07-01
23429;1096;1960-07-01
23432;234;1939-07-01
23435;383;1945-07-01
23442;4024;1972-01-01
23448;234;1955-07-08
23530;931;1958-07-01
23535;931;1956-01-05
23570;985;1972-12-22
23571;931;1968-12-01
23572;931;1949-07-01
23634;931;1953-07-01
23635;931;1935-07-01
23636;931;1972-07-01
23717;46;1970-11-11
23719;46;1974-02-05
23794;506;1971-02-12
23860;1421;1963-07-01
23861;417;1971-10-09
23862;244;1972-04-01
23886;990;1961-11-15
23912;931;1904-04-01
23913;931;1926-04-15
23918;931;1924-07-01
23919;931;1909-07-01
23920;931;1929-07-01
23921;931;1931-04-20
24047;379;1974-08-16
24131;192;1974-07-01
24135;46;1974-07-01
24326;932;1937-04-01
24365;379;1950-08-01
24366;379;1902-04-30
24367;379;1932-11-01
24388;187;1966-08-21
24391;709;1957-01-01
24602;365;1971-07-01
24867;450;1973-07-01
24910;281;1974-04-12
24999;265;1967-12-11
25093;36;1972-07-01
25250;2410;1960-01-01
25259;416;1974-03-04
25278;618;1961-01-01
25283;46;1968-07-01
25400;13;1973-07-01
25442;2410;1943-05-01
25446;720;1974-07-01
25447;527;1964-07-01
25448;336;1974-07-01
25451;91;1966-07-01
25469;5;1924-07-01
25506;46;1973-07-01
25507;829;1968-07-01
25516;6139;1948-07-01
25524;170;1953-07-01
25582;306;1945-07-01
25650;131;1960-07-01
25654;383;1962-07-01
25685;1090;1966-07-01
25725;8689;1971-07-01
25749;383;1952-07-01
25822;141;1960-01-14
25857;1225;1973-01-01
25862;468;1972-04-04
25994;1090;1973-07-01
25997;403;1971-07-01
26062;543;1968-11-01
26063;1519;1971-12-03
26064;148;1958-10-11
26092;14;1970-07-01
26208;506;1969-07-01
26211;1025;1968-01-01
26216;20;1974-07-01
26222;897;1974-01-13
26317;410;1973-07-01
26318;5;1974-07-01
26338;1044;1960-01-01
26345;197;1970-07-01
26371;964;1973-01-01
26428;1390;1957-01-14
26446;720;1965-07-23
26509;1008;1960-01-01
26512;527;1967-07-01
26546;418;1959-07-01
26549;27;1944-01-01
26600;2503;1974-07-01
26698;148;1974-07-01
26703;634;1967-07-01
26706;124;1954-07-01
26708;279;1973-01-01
26711;204;1974-01-01
26715;13;1961-07-01
26716;399;1961-03-01
26719;1039;1974-10-16
26720;124;1969-01-01
26721;422;1970-12-01
26722;990;1972-07-01
26726;368;1973-02-11
26727;318;1971-07-01
26728;336;1962-07-01
26730;527;1950-07-01
26834;468;1969-11-28
27096;29;1961-04-22
27226;403;1973-04-03
27313;22;1973-10-23
27331;6195;1973-07-01
27343;417;1974-07-01
27380;506;1974-07-01
27462;255;1969-07-01
27463;706;1972-07-01
27464;1025;1972-07-01
27684;405;1974-06-04
27738;708;1974-01-01
28044;932;1973-05-08
28092;932;1944-01-01
28163;255;1956-01-01
28190;7976;1973-07-01
28194;413;1974-03-05
28409;195;1973-01-01
28461;11;1966-06-20
28480;1008;1972-01-01
28484;940;1972-09-03
28485;687;1974-01-07
28486;3837;1960-01-01
28491;669;1974-07-01
28499;208;1969-07-01
28504;124;1972-07-01
28534;1421;1972-09-01
28535;294;1970-07-01
28541;709;1971-01-01
28542;114;1957-07-01
28543;683;1968-07-01
28544;1091;1968-07-27
28545;141;1960-07-01
28546;1257;1969-11-01
28547;208;1948-07-01
28558;336;1967-07-01
28571;239;1971-01-01
28795;708;1949-01-01
28900;159;1964-01-01
29231;368;1974-07-01
29560;419;1971-07-01
29953;676;1960-07-01
30029;91;1967-07-01
30139;267;1971-01-01
30256;709;1974-07-01
30455;2410;1940-01-01
30493;10604;1972-07-01
30538;1017;1965-07-01
30768;5766;1974-07-01
30769;941;1970-07-01
30779;1257;1968-07-01
30781;122;1972-11-10
30828;14;1974-01-01
30966;36;1967-07-01
30967;449;1972-07-01
30980;3258;1972-07-01
31003;141;1970-08-15
31005;429;1973-07-01
31006;2441;1964-07-01
31011;1049;1974-09-07
31012;150;1959-07-01
31013;114;1961-07-01
31016;36;1960-01-18
31031;16;1957-08-01
31039;683;1957-07-01
31040;634;1974-07-01
31041;903;1948-01-31
31042;56;1954-07-01
31044;3837;1964-01-01
31051;14;1974-07-01
31054;669;1955-07-01
31056;21598;1955-01-01
31057;58;1950-07-01
31061;1049;1962-07-01
31062;5790;1968-01-01
31088;150;1968-11-11
31089;2444;1962-01-01
31091;1257;1972-07-01
31112;122;1965-01-01
31116;294;1974-07-01
31122;237;1961-07-01
31123;368;1958-01-01
31127;1236;1967-01-01
31128;678;1956-07-01
31135;1096;1965-07-01
31145;409;1973-07-01
31154;338;1971-01-01
31228;1032;1972-07-01
31321;164;1970-10-22
31340;897;1974-04-22
31401;1044;1932-01-01
31402;289;1965-08-01
31409;71;1972-07-01
31475;7609;1956-01-01
31510;276;1972-07-01
31511;543;1964-01-01
31514;329;1968-07-01
31524;76;1957-01-01
31540;336;1964-12-20
31554;1033;1973-01-01
31559;11912;1973-01-01
31573;683;1965-06-09
31602;62;1970-07-01
31626;504;1970-07-01
31638;195;1969-01-01
31712;36;1971-01-01
31824;511;1968-01-01
31857;200;1964-07-01
31859;208;1965-07-01
31860;170;1970-07-01
31942;255;1969-07-01
31945;1257;1974-07-01
31948;1020;1973-07-01
31976;1180;1974-08-01
31992;175;1972-01-01
31997;5225;1972-07-01
32006;377;1972-07-01
32029;829;1966-09-01
32030;603;1973-11-13
32036;21955;1961-07-01
32037;9026;1972-07-01
32038;419;1957-07-01
32039;7976;1957-01-01
32040;33019;1957-07-01
32041;1118;1964-07-01
32043;829;1972-07-01
32046;21;1971-07-01
32047;9465;1971-07-01
32051;255;1973-07-01
32059;76;1974-01-01
32062;712;1974-07-01
32063;634;1972-07-01
32094;1186;1973-09-01
32102;448;1973-07-01
32109;337;1965-12-01
32110;31711;1958-01-01
32115;6251;1972-01-01
32120;829;1971-07-01
32132;2973;1969-07-01
32134;206;1970-01-01
32197;2817;1971-01-01
32198;447;1969-07-01
32200;8036;1970-01-01
32209;3426;1972-07-01
32241;2784;1974-07-01
32248;995;1960-07-01
32253;706;1965-01-01
32254;2553;1965-07-01
32263;3237;1969-01-01
32264;265;1974-09-05
32270;173;1972-01-01
32271;175;1965-01-01
32274;279;1966-01-01
32282;413;1965-01-01
32284;428;1965-08-25
32285;272;1969-01-01
32290;2410;1969-12-20
32292;1231;1974-01-01
32299;1044;1972-01-01
32302;1231;1969-01-01
32313;5200;1956-01-01
32322;20924;1955-01-01
32392;1390;1973-07-01
32414;88;1969-07-01
32434;506;1946-07-01
32435;1096;1964-11-22
32436;708;1973-01-01
32438;4286;1970-07-01
32446;660;1960-05-27
32447;800;1949-01-01
32459;4286;1967-01-01
32464;932;1963-03-01
32470;119;1968-07-01
32474;4421;1969-01-01
32507;1084;1972-07-01
32509;540;1961-07-01
32518;715;1972-07-01
32520;2282;1963-07-01
32523;1186;1971-01-01
32542;336;1969-06-08
32573;294;1970-02-09
32576;352;1953-07-01
32580;58;1973-07-01
32582;1894;1974-01-01
32588;129;1966-07-01
32589;41;1956-07-01
32591;1181;1973-01-01
32592;1897;1959-07-01
32595;952;1965-01-01
32599;12;1973-07-01
32660;443;1973-07-01
32674;239;1973-01-01
32675;22431;1973-07-01
32706;3;1948-03-13
32708;3;1958-07-01
32709;3;1953-05-18
32715;2573;1968-01-01
32717;428;1972-12-16
32731;800;1973-11-19
32739;429;1967-07-01
32742;1;1967-12-31
32744;1044;1967-01-01
32745;2784;1971-07-01
32746;6469;1974-01-01
32747;2817;1967-01-01
32749;204;1971-07-01
32753;2531;1970-06-01
32762;21;1963-01-01
32771;5378;1966-01-01
32773;294;1968-07-01
32774;3237;1965-01-01
32776;932;1969-01-01
32777;1225;1962-01-01
32781;801;1961-01-01
32783;238;1972-08-19
32784;5790;1959-01-01
32791;715;1963-01-01
32806;255;1930-05-01
32809;76;1964-01-01
32831;540;1971-07-01
32842;10603;1965-07-01
32844;58;1968-07-01
32847;625;1972-07-01
32848;195;1964-01-01
32863;660;1974-08-14
32874;141;1967-01-01
32885;58;1969-01-01
32886;428;1964-01-01
32890;6066;1963-01-01
32892;527;1972-03-03
32893;175;1966-01-01
32922;4668;1956-01-01
32924;256;1957-01-01
32925;162;1970-07-01
32927;677;1963-05-01
32931;683;1958-07-01
32938;452;1970-07-01
32949;21949;1974-07-01
32954;1894;1972-01-01
33007;450;1963-07-01
33009;428;1963-09-10
33010;162;1963-07-01
33019;1257;1963-07-01
33025;669;1963-07-01
33102;1402;1968-07-01
33106;2817;1972-01-01
33107;16786;1969-01-01
33130;99;1958-01-01
33134;16786;1974-01-01
33163;1038;1965-10-25
33187;5790;1964-01-01
33222;13;1965-07-01
33227;237;1973-10-06
33237;150;1971-09-05
33242;1084;1969-11-02
33246;1049;1959-01-01
33270;681;1960-07-01
33272;1084;1966-07-01
33276;237;1972-04-03
33278;1049;1968-09-15
33282;237;1969-11-30
33284;237;1967-07-01
33285;940;1967-07-01
33287;621;1965-07-01
33290;237;1971-11-14
33291;621;1963-07-01
33292;1049;1963-07-01
33301;621;1961-01-01
33305;1084;1965-07-01
33328;897;1958-07-01
33329;150;1965-09-05
33330;897;1967-02-07
33332;237;1965-12-13
33371;237;1968-03-25
33406;940;1960-04-18
33421;897;1967-07-01
33482;318;1969-12-01
33493;5;1906-07-01
33494;506;1951-07-01
33495;430;1967-12-17
33498;416;1942-12-30
33499;5;1899-12-16
33501;416;1948-07-01
33502;398;1971-07-01
33503;398;1953-07-01
33504;416;1953-11-02
33523;12;1958-11-03
33565;430;1946-07-01
33567;506;1934-12-10
33568;800;1949-03-13
33582;1025;1946-07-01
33729;410;1960-11-21
33745;2410;1966-01-01
33982;418;1951-03-18
33986;940;1957-07-01
33990;13;1953-10-18
33993;368;1949-07-01
33994;940;1953-07-01
33996;418;1948-01-27
34018;131;1942-02-01
34176;940;1970-03-03
34196;720;1961-07-01
34395;11;1925-06-11
34402;11;1947-06-02
34463;192;1971-07-01
34507;1096;1936-01-01
34519;11;1897-06-30
34558;416;1933-05-22
34570;2282;1973-07-01
34587;3426;1970-01-01
34849;1025;1948-07-01
34850;46;1936-07-01
34851;1025;1938-10-10
34852;506;1923-07-01
34853;1025;1935-01-28
34855;5;1936-12-06
34856;46;1919-07-01
34883;667;1974-07-01
34977;506;1900-01-01
34978;46;1909-01-01
35164;39;1953-06-30
35580;418;1939-07-01
36207;85;1973-07-01
36208;48;1955-01-01
36211;71;1966-07-01
37148;676;1974-04-11
37256;232;1973-01-01
37360;107;1958-07-01
37433;1041;1966-07-01
37656;237;1968-07-01
37658;131;1955-07-01
37676;1050;1971-03-01
37713;131;1926-12-01
37714;150;1947-07-01
37715;131;1929-03-31
37717;131;1969-10-15
37738;294;1947-09-01
37754;1049;1933-07-01
37758;418;1932-07-01
37759;131;1956-05-28
37775;368;1942-07-01
37778;368;1945-07-01
37780;131;1940-03-20
37784;131;1941-07-01
37801;621;1962-07-01
37802;897;1963-01-20
37814;10848;1966-05-15
37856;13;1933-07-01
37860;368;1942-03-23
37862;368;1941-07-01
37863;1049;1943-04-15
37896;940;1965-07-01
37901;940;1955-07-01
37926;200;1974-07-01
37942;621;1940-07-01
38025;150;1967-11-11
38036;621;1928-07-01
38059;2;1953-07-01
38060;368;1947-07-01
38174;932;1948-01-01
38200;681;1951-07-01
38286;1443;1935-01-01
38346;681;1930-07-01
38347;232;1936-05-01
38357;122;1971-07-01
38371;15;1939-01-01
38664;216;1971-07-01
38750;2844;1967-01-01
38767;21598;1973-07-01
39102;468;1963-07-01
39514;31;1956-05-05
39515;989;1958-07-01
39517;31;1936-08-06
39518;31;1928-03-07
39519;31;1923-02-13
39520;281;1924-01-01
39521;31;1896-08-17
39522;31;1892-03-15
39557;306;1963-07-01
39616;306;1969-07-01
39863;413;1969-01-01
40132;621;1974-07-01
40204;448;1969-07-01
40481;234;1952-07-01
40664;395;1966-07-01
40858;26752;1967-07-01
41016;409;1972-10-14
41031;10;1973-09-01
41110;164;1974-01-14
41258;1073;1972-07-01
41274;39;1967-01-01
41275;39;1966-07-01
41276;39;1969-07-01
41488;447;1965-07-01
41771;39;1957-07-01
41772;39;1967-07-01
41783;39;1952-07-01
42366;97;1972-01-01
42367;15;1972-07-01
42501;2149;1968-07-01
42616;276;1969-07-01
43232;506;1969-10-23
43620;200;1949-07-01
44016;122;1967-07-01
44195;56;1971-05-11
44447;410;1969-07-01
44448;506;1963-10-01
44598;276;1932-07-01
44754;39;1950-07-01
45202;1443;1946-01-01
45373;46;1959-07-01
45374;46;1957-05-06
45375;6195;1961-07-01
46089;336;1973-04-16
46238;294;1963-07-01
46306;506;1942-07-01
46307;1025;1951-11-05
46308;1038;1947-04-23
46309;800;1946-01-13
46310;5;1966-07-01
46339;398;1971-05-30
46347;800;1969-07-01
46351;1038;1951-04-15
46352;800;1969-12-14
46353;398;1964-07-01
46354;800;1963-07-01
46355;410;1963-10-07
46357;1390;1957-11-18
46358;416;1962-12-31
46359;276;1959-11-05
46360;800;1974-11-18
46361;410;1967-07-01
46362;12;1952-07-01
46375;416;1940-01-08
46376;634;1939-07-01
46377;276;1953-03-23
46378;416;1948-07-01
46379;276;1933-07-01
46380;2441;1952-01-01
46382;430;1938-07-01
46383;800;1941-07-01
46384;1038;1958-02-17
46385;130;1955-07-01
46634;2275;1965-01-01
46795;434;1927-07-01
46810;448;1961-01-01
47094;6195;1959-07-01
47195;279;1930-01-01
47249;279;1942-07-01
47516;403;1936-07-01
47931;306;1966-07-01
47968;1519;1959-06-01
48095;800;1970-04-17
48688;1025;1972-02-14
49129;1519;1958-10-28
49168;1049;1969-01-01
49449;940;1973-01-01
49475;897;1959-07-01
49535;940;1974-01-01
49602;1038;1973-07-01
49621;448;1968-01-01
50375;306;1973-07-01
50403;398;1961-07-01
50404;5;1966-03-07
50447;1038;1973-07-01
50534;56;1963-07-01
50573;15;1965-07-01
50705;8;1966-07-01
50706;10;1972-01-01
50764;1519;1917-05-08
50768;159;1974-01-01
50828;276;1971-07-01
50877;57;1966-07-01
50930;354;1970-07-01
50934;62;1973-07-01
51003;506;1970-07-01
51051;12;1965-07-01
51062;80;1960-07-01
51082;1082;1973-09-15
51084;40;1972-07-01
51085;583;1972-07-01
51086;583;1973-01-01
51090;244;1974-02-16
51095;1123;1973-11-27
51112;2288;1958-08-01
51139;35;1967-01-01
51194;23;1961-07-01
51239;762;1962-07-01
51278;130;1971-07-01
51279;130;1964-11-29
51325;6195;1968-01-01
51344;44;1959-07-01
51453;5608;1958-07-01
51618;187;1955-06-18
51669;42;1959-07-01
51726;398;1966-11-13
51760;358;1967-09-01
51806;1038;1965-01-31
51808;46;1949-07-01
52001;506;1962-01-01
52003;6195;1963-07-01
52041;289;1972-11-01
52348;130;1960-04-10
52490;21955;1973-01-01
52598;434;1974-07-01
52599;8036;1969-01-01
52692;12;1950-12-24
52891;276;1955-02-06
52892;6195;1959-10-11
52919;1132;1970-02-22
53072;336;1972-07-01
53112;56;1949-07-01
53113;452;1948-01-01
53114;72;1953-01-01
53116;4;1951-01-01
53117;170;1936-01-01
53118;65;1955-01-01
53124;86;1947-01-01
53129;383;1958-07-01
53269;506;1949-03-06
53270;410;1958-01-01
53539;1025;1958-07-01
53540;430;1947-01-19
53542;398;1957-01-01
53543;1390;1960-04-10
53544;276;1962-07-01
53625;2227;1967-01-01
54056;12;1951-05-13
54058;1038;1956-07-01
54221;92;1967-07-01
54227;410;1950-07-01
54245;276;1950-07-01
54265;52;1959-07-01
54277;157;1967-07-01
54305;667;1956-07-01
54558;1041;1962-07-01
54774;1025;1949-12-11
54780;1025;1951-06-10
54787;119;1936-01-01
54848;119;1962-07-01
54880;8;1958-07-01
54905;634;1946-01-01
55092;416;1959-07-01
55921;85;1961-07-01
55942;276;1953-07-01
55945;276;1964-05-24
56491;113;1952-07-01
56559;276;1965-07-01
56580;21;1953-07-01
56583;21;1958-06-01
56587;99;1948-07-01
56589;187;1956-09-30
56593;30;1956-05-02
56624;113;1951-01-01
56853;12;1929-10-06
56872;398;1929-07-01
56876;430;1933-07-01
56888;5;1928-07-01
56889;276;1925-07-01
56910;12;1929-11-24
56911;430;1933-11-19
56936;46;1942-04-26
56937;416;1930-07-01
56957;12;1933-07-01
56961;398;1932-07-01
56969;5;1937-07-01
57016;276;1926-07-01
57155;932;1946-01-01
57181;4040;1954-01-01
57421;417;1964-07-01
57439;416;1931-07-01
57501;417;1962-07-01
57502;398;1953-03-22
57717;12;1931-11-22
57729;130;1958-07-01
57743;800;1951-01-07
57773;416;1932-01-01
57786;6195;1935-07-01
57803;667;1973-11-01
57805;1041;1968-07-01
57806;969;1954-07-01
57807;969;1935-07-01
57811;1025;1934-01-21
57859;1025;1933-04-23
58047;1096;1968-07-01
58090;1096;1945-07-01
58099;130;1972-07-01
58227;398;1934-05-15
58332;355;1974-10-07
58397;350;1969-07-01
58428;6195;1938-01-09
58434;1025;1933-11-26
58534;504;1958-11-07
58686;1003;1971-07-01
58712;506;1939-07-01
58825;1039;1971-01-06
58897;46;1936-04-12
58935;2282;1965-07-01
59091;35;1963-07-01
59109;800;1937-07-01
59130;430;1937-07-01
59225;157;1964-07-01
59230;618;1959-07-01
59231;157;1959-07-01
59252;141;1916-01-01
59356;398;1939-02-26
59390;5790;1962-07-01
59408;12;1942-12-13
59523;113;1958-04-01
59550;6195;1940-07-01
59565;46;1940-07-01
59601;506;1940-11-03
59668;1025;1945-07-01
59805;1025;1942-07-01
59807;15;1957-07-01
59830;26;1958-07-01
59914;932;1962-06-20
59918;12;1945-07-01
59937;167;1963-07-01
60110;1519;1922-12-06
60153;631;1907-07-01
60278;6195;1947-11-02
60291;40;1974-02-02
60352;130;1963-12-08
60357;398;1948-02-15
60397;12;1950-05-14
60410;6764;1973-01-01
60412;506;1949-03-20
60428;1044;1950-07-01
60447;200;1966-01-15
60477;11;1962-07-01
60483;337;1960-07-01
60630;6055;1937-07-01
60707;5378;1970-07-01
60730;318;1969-07-01
61006;1025;1946-01-14
61038;116;1954-07-01
61120;504;1950-07-01
61157;527;1955-07-01
61264;306;1971-06-01
61363;192;1966-07-01
61485;2282;1971-07-01
61588;279;1970-09-01
61625;703;1969-01-01
61757;321;1959-07-01
61892;84;1962-01-01
61940;370;1971-01-01
62080;669;1969-01-01
62081;2444;1965-07-01
62106;1421;1969-07-01
62109;826;1969-07-01
62113;362;1971-01-01
62184;255;1971-07-04
62373;618;1962-03-26
62566;677;1937-07-01
62573;162;1952-07-01
62666;1421;1963-03-19
62707;417;1969-01-01
62744;180;1955-01-01
62756;403;1966-07-01
62819;631;1974-10-03
63121;512;1960-07-01
63348;1064;1969-07-01
63407;282;1972-01-01
63454;162;1974-07-01
63676;337;1964-07-01
63697;428;1973-07-01
63790;350;1973-12-09
63976;1090;1968-07-01
63977;1090;1971-05-06
63979;289;1968-02-09
64089;405;1964-07-01
64128;1035;1968-02-02
64156;1082;1963-07-01
64157;244;1939-07-01
64288;337;1970-07-01
64366;276;1960-10-02
64444;995;1959-09-01
64562;119;1934-07-01
64709;1390;1958-07-01
64811;276;1962-12-02
64875;410;1962-07-01
64928;276;1958-07-01
64974;260;1970-11-20
65274;829;1962-11-01
65291;2844;1972-01-01
65316;260;1955-07-01
65339;1390;1954-03-07
65352;1390;1954-04-04
65417;40;1933-07-01
65513;2784;1963-07-01
65553;1064;1962-01-01
65689;1390;1957-01-13
65723;130;1956-07-01
65760;2817;1973-01-01
65773;204;1971-01-01
65774;1390;1957-11-10
65817;504;1973-07-01
65839;683;1971-07-01
66259;873;1973-03-31
66265;6195;1964-03-15
66275;130;1964-11-22
66354;873;1966-07-01
66439;329;1963-01-01
66587;410;1973-07-01
66845;289;1972-11-29
67109;371;1945-07-24
67236;452;1970-12-04
67423;99;1967-07-01
67455;113;1953-07-01
67957;504;1958-07-01
68065;452;1934-01-01
